IDX	LABEL	PC	UI	CLKTA CS0 CS1 CA WCKT	RDQST	DMI0	DMI1	DATA_e	DATA_o 
0001DD     TLATCH   1263  3 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DD     TLATCH   1263  4 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DD     TLATCH   1263  5 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DD     TLATCH   1263  6 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DD     TLATCH   1263  7 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DD     TLATCH   1263  8 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DD     TLATCH   1263  9 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DD     TLATCH   1263 10 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DD     TLATCH   1263 11 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DD     TLATCH   1263 12 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DD     TLATCH   1263 13 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DD     TLATCH   1263 14 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DD     TLATCH   1263 15 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DE          -   1264  0 0 1 0 0001101_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DE          -   1264  1 0 1 0 0001101_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DE          -   1264  2 1 1 0 1001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DE          -   1264  3 1 1 0 1001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DE          -   1264  4 0 1 0 0001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DE          -   1264  5 0 1 0 0001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DE          -   1264  6 1 1 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DE          -   1264  7 1 1 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DE          -   1264  8 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DE          -   1264  9 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DE          -   1264 10 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DE          -   1264 11 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DE          -   1264 12 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DE          -   1264 13 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DE          -   1264 14 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DE          -   1264 15 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DF          -   1265  0 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DF          -   1265  1 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DF          -   1265  2 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DF          -   1265  3 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DF          -   1265  4 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DF          -   1265  5 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DF          -   1265  6 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DF          -   1265  7 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DF          -   1265  8 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DF          -   1265  9 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DF          -   1265 10 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DF          -   1265 11 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DF          -   1265 12 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DF          -   1265 13 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DF          -   1265 14 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001DF          -   1265 15 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E0          -   1266  0 0 1 0 0001101_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E0          -   1266  1 0 1 0 0001101_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E0          -   1266  2 1 1 0 1001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E0          -   1266  3 1 1 0 1001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E0          -   1266  4 0 1 0 0001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E0          -   1266  5 0 1 0 0001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E0          -   1266  6 1 1 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E0          -   1266  7 1 1 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E0          -   1266  8 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E0          -   1266  9 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E0          -   1266 10 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E0          -   1266 11 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E0          -   1266 12 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E0          -   1266 13 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E0          -   1266 14 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E0          -   1266 15 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E1          -   1267  0 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E1          -   1267  1 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E1          -   1267  2 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E1          -   1267  3 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E1          -   1267  4 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E1          -   1267  5 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E1          -   1267  6 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E1          -   1267  7 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E1          -   1267  8 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E1          -   1267  9 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E1          -   1267 10 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E1          -   1267 11 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E1          -   1267 12 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E1          -   1267 13 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E1          -   1267 14 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E1          -   1267 15 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E2          -   1131  0 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E2          -   1131  1 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E2          -   1131  2 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E2          -   1131  3 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E2          -   1131  4 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E2          -   1131  5 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E2          -   1131  6 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E2          -   1131  7 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E2          -   1131  8 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E2          -   1131  9 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E2          -   1131 10 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E2          -   1131 11 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E2          -   1131 12 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E2          -   1131 13 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E2          -   1131 14 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E2          -   1131 15 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E3   INSTMRS4   1025  0 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E3   INSTMRS4   1025  1 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E3   INSTMRS4   1025  2 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E3   INSTMRS4   1025  3 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E3   INSTMRS4   1025  4 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E3   INSTMRS4   1025  5 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E3   INSTMRS4   1025  6 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E3   INSTMRS4   1025  7 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E3   INSTMRS4   1025  8 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E3   INSTMRS4   1025  9 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E3   INSTMRS4   1025 10 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E3   INSTMRS4   1025 11 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E3   INSTMRS4   1025 12 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E3   INSTMRS4   1025 13 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E3   INSTMRS4   1025 14 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E3   INSTMRS4   1025 15 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E4 PHASESELN0   1192  0 0 1 0 0001101_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E4 PHASESELN0   1192  1 0 1 0 0001101_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E4 PHASESELN0   1192  2 1 1 0 1001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E4 PHASESELN0   1192  3 1 1 0 1001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E4 PHASESELN0   1192  4 0 1 0 0001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E4 PHASESELN0   1192  5 0 1 0 0001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E4 PHASESELN0   1192  6 1 1 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E4 PHASESELN0   1192  7 1 1 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E4 PHASESELN0   1192  8 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E4 PHASESELN0   1192  9 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E4 PHASESELN0   1192 10 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E4 PHASESELN0   1192 11 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E4 PHASESELN0   1192 12 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E4 PHASESELN0   1192 13 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E4 PHASESELN0   1192 14 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E4 PHASESELN0   1192 15 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E5          -   1193  0 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E5          -   1193  1 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E5          -   1193  2 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E5          -   1193  3 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E5          -   1193  4 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E5          -   1193  5 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E5          -   1193  6 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E5          -   1193  7 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E5          -   1193  8 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E5          -   1193  9 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E5          -   1193 10 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E5          -   1193 11 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E5          -   1193 12 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E5          -   1193 13 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E5          -   1193 14 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E5          -   1193 15 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E6          -   1194  0 0 1 0 0001101_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E6          -   1194  1 0 1 0 0001101_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E6          -   1194  2 1 1 0 1001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E6          -   1194  3 1 1 0 1001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E6          -   1194  4 0 1 0 0001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E6          -   1194  5 0 1 0 0001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E6          -   1194  6 1 1 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E6          -   1194  7 1 1 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E6          -   1194  8 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E6          -   1194  9 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E6          -   1194 10 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E6          -   1194 11 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E6          -   1194 12 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E6          -   1194 13 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E6          -   1194 14 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E6          -   1194 15 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E7          -   1195  0 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E7          -   1195  1 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E7          -   1195  2 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E7          -   1195  3 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E7          -   1195  4 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E7          -   1195  5 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E7          -   1195  6 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E7          -   1195  7 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E7          -   1195  8 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E7          -   1195  9 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E7          -   1195 10 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E7          -   1195 11 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E7          -   1195 12 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E7          -   1195 13 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E7          -   1195 14 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E7          -   1195 15 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E8          -   1196  0 0 1 0 0001101_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E8          -   1196  1 0 1 0 0001101_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E8          -   1196  2 1 1 0 1001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E8          -   1196  3 1 1 0 1001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E8          -   1196  4 0 1 0 0001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E8          -   1196  5 0 1 0 0001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E8          -   1196  6 1 1 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E8          -   1196  7 1 1 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E8          -   1196  8 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E8          -   1196  9 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E8          -   1196 10 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E8          -   1196 11 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E8          -   1196 12 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E8          -   1196 13 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E8          -   1196 14 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E8          -   1196 15 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E9          -   1197  0 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E9          -   1197  1 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E9          -   1197  2 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E9          -   1197  3 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E9          -   1197  4 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E9          -   1197  5 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E9          -   1197  6 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E9          -   1197  7 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E9          -   1197  8 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E9          -   1197  9 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E9          -   1197 10 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E9          -   1197 11 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E9          -   1197 12 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E9          -   1197 13 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E9          -   1197 14 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001E9          -   1197 15 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EA     TLATCH   1263  0 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EA     TLATCH   1263  1 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EA     TLATCH   1263  2 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EA     TLATCH   1263  3 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EA     TLATCH   1263  4 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EA     TLATCH   1263  5 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EA     TLATCH   1263  6 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EA     TLATCH   1263  7 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EA     TLATCH   1263  8 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EA     TLATCH   1263  9 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EA     TLATCH   1263 10 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EA     TLATCH   1263 11 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EA     TLATCH   1263 12 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EA     TLATCH   1263 13 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EA     TLATCH   1263 14 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EA     TLATCH   1263 15 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EB          -   1264  0 0 1 0 0001101_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EB          -   1264  1 0 1 0 0001101_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EB          -   1264  2 1 1 0 1001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EB          -   1264  3 1 1 0 1001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EB          -   1264  4 0 1 0 0001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EB          -   1264  5 0 1 0 0001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EB          -   1264  6 1 1 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EB          -   1264  7 1 1 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EB          -   1264  8 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EB          -   1264  9 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EB          -   1264 10 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EB          -   1264 11 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EB          -   1264 12 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EB          -   1264 13 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EB          -   1264 14 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EB          -   1264 15 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EC          -   1265  0 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EC          -   1265  1 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EC          -   1265  2 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EC          -   1265  3 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EC          -   1265  4 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EC          -   1265  5 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EC          -   1265  6 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EC          -   1265  7 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EC          -   1265  8 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EC          -   1265  9 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EC          -   1265 10 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EC          -   1265 11 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EC          -   1265 12 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EC          -   1265 13 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EC          -   1265 14 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001EC          -   1265 15 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001ED          -   1266  0 0 1 0 0001101_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001ED          -   1266  1 0 1 0 0001101_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001ED          -   1266  2 1 1 0 1001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001ED          -   1266  3 1 1 0 1001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001ED          -   1266  4 0 1 0 0001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001ED          -   1266  5 0 1 0 0001000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001ED          -   1266  6 1 1 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001ED          -   1266  7 1 1 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001ED          -   1266  8 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001ED          -   1266  9 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001ED          -   1266 10 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001ED          -   1266 11 1 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001ED          -   1266 12 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
0001ED          -   1266 13 0 0 0 0000000_ 00_ 00_ 00_ 00_ 0x0000 0x0000 
