DO	FU	HB	CB	NB	DU	SG	HTEMP	tPD	V185	V186	V187	V188	V189	V190	V191	V192	V193	V194	V195	V196	V197	V198	V199	V200	V201	V202	V203	V204	V205	V206	V207	V208	cycle	run	wf	x	y	mask	line	part	lot	step	test_model	tester	test	V209	V210	V211	V212	V213	V214	V215	V216	V217	V218	V219	V220	V221	V222	V223
1	R	6	N	0	24	x08B848A038003999	-20:0	74.92	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E+00	0	0	0	0	1	PCH007	5	18	46	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	6	N	0	24	x08A850E028003999	-28:0	70.05	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	7	20	42	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	6	N	0	24	x08B048A038003999	-22:0	72.91	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E+00	0	0	0	0	1	PCH007	5	18	44	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	6	N	1374	24	x089C5CE028003999	-24:0	72.09	NRT	1374	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	8000	0	0	0	800000	0	1	PCH005	7	23	39	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	6	N	0	25	x0888798038003999	-26:0	72.64	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	12	30	34	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	6	N	0	25	x08F06A4028003999	-26:0	65.18	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	18	26	60	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	6	N	1374	25	x08888D8038003999	-26:0	71.14	NRT	1374	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	8000	0	0	0	800000	0	1	PCH007	12	35	34	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	6	N	0	25	x08F0624028003999	-27:0	65.33	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	18	24	60	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	6	N	0	26	x08C0A56038003999	-23:0	68.13	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	0	0	1	PCH007	11	41	48	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	6	N	300	26	x08849DA028003999	-25:0	70.97	NRT	300	306	300	306	310	322	369	301	307	311	323	327	339	339	367	271	4	4	4	4	4	400	0	1	PCH005	13	39	33	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	6	N	0	26	x08CC996038003999	-27:0	65.56	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	0	0	1	PCH007	11	38	51	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	6	N	0	26	x088CB5A028003999	-24:0	70.49	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	13	45	35	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	2	G	0	27	x08B0996038003999	-21:0	68.09	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	0	0	1	PCH007	11	38	44	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	2	G	0	27	x088085A028003999	-22:0	70.05	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	13	33	32	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	2	G	0	27	x08B4A56038003999	-26:0	68.22	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	0	0	1	PCH007	11	41	45	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	2	G	0	27	x0884A5A028003999	-30:0	72.5	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	13	41	33	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	6	N	0	28	x08E4B94028003999	-24:0	67.02	NRT	1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff0000	0	0	0	0	ff000000	0	1	PCH005	10	46	57	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	6	N	3213	28	x08B8AAC028003999	-28:0	71.06	NRT	3213	3213	3229	3229	3326	3326	0	0	0	0	0	0	0	0	0	0	40000	40000	40000	40000	40000	4000000	4000000	1	PCH005	22	42	46	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	6	N	0	28	x08E4B54028003999	-25:0	66.16	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	10	45	57	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	6	N	0	28	x08C4AAC028003999	-31:0	70.57	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	22	42	49	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	6	N	0	29	x08B0550038003999	-24:0	68.01	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	8	21	44	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	6	N	0	29	x08A4B58028003999	-30:0	71.68	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	12	45	41	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	6	N	0	29	x089C6D0038003999	-27:0	70.62	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	8	27	39	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	6	N	3037	29	x08A0CD8028003999	-29:0	72	NRT	3037	3052	3070	3070	3072	3072	3073	3073	3088	3088	3089	3089	3090	3090	3091	3091	2000	2000	2000	2000	2000	0	200000	1	PCH005	12	51	40	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	6	N	0	30	x08EC5CA038003999	-18:0	72.13	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E+00	0	0	0	0	1	PCH007	5	23	59	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	6	N	0	30	x08C448E028003999	-30:0	71.59	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	7	18	49	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	6	N	1315	30	x08E450A038003999	-21:0	74.58	NRT	1315	1316	4284	1326	1330	1351	1352	1353	1378	1429	1494	1015	1016	1028	1030	1033	550008	ff0000	2.00E+00	ff0000	ff0000	55000800	0	1	PCH007	5	20	57	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	6	N	0	30	x08B04CE028003999	-25:0	72.5	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	7	19	44	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	6	N	2301	31	x08E8856038003999	-22:0	69	NRT	2301	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	d000	0	f700	0	0	00d00000	0	1	PCH007	11	33	58	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	6	N	0	31	x08AC722028003999	-29:0	64.59	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	17	28	43	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	6	N	0	31	x08E0696038003999	-25:0	69.67	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f700	0	0	0	0	1	PCH007	11	26	56	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	6	N	0	31	x08AC9A2028003999	-28:0	64.34	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	17	38	43	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	6	N	3213	32	x0898BD0038003999	-23:0	72.27	NRT	3213	3213	3229	3229	3326	3326	3561	3561	1374	1074	0	0	0	0	0	0	200000	200000	200000	200000	200000	20000000	20000000	1	PCH007	8	47	38	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	6	N	0	32	x08D0458028003999	-26:0	69.97	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	12	17	52	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	6	N	0	32	x08A0C50038003999	-27:0	72.22	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	8	49	40	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	6	N	0	32	x08CC4D8028003999	-27:0	69.37	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	12	19	51	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	6	N	0	33	x08D4656038003999	-28:0	70.92	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	11	25	53	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	6	N	3251	33	x09008A0028003999	-24:0	77.15	NRT	3251	3251	3253	3253	3291	3291	4202	4217	4219	4219	4226	4226	4228	4230	4230	4237	f000	d000	f000	d000	f000	00f00000	00d00000	1	PCH005	16	34	64	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	6	N	0	33	x08CC656038003999	-24:0	70.01	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	11	25	51	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	6	N	0	33	x08FC820028003999	-23:0	77.41	NRT	3561	3561	3566	4202	4202	4203	4217	4219	4219	4226	4226	4228	4228	4230	4230	4231	c0000	c0000	40000	f07000	f00000	0c000000	0c000000	1	PCH005	16	32	63	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	2	G	0	34	x088C5CE038003999	-22:0	70.75	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	7	23	35	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	2	G	0	34	x08FC816028003999	-25:0	68.46	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	11	32	63	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	2	G	0	34	x08F8A4E038003999	-20:0	69.8	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	7	41	62	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	2	G	0	34	x08F4716028003999	-27:0	70.36	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	11	28	61	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	6	N	0	35	x08A0554028003999	-23:0	66.43	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	0	0	1	PCH005	10	21	40	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	6	N	3057	35	x08ACCEC028003999	-23:0	70.62	NRT	3057	3057	3058	3058	3059	3059	3060	3060	3061	3061	3062	3062	3063	3063	3064	3065	100	100	100	100	100	10000	10000	1	PCH005	22	51	43	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	6	N	0	35	x0898654028003999	-21:0	67.37	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	0	0	1	PCH005	10	25	38	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	6	N	0	35	x08B8D2C028003999	-27:0	71.77	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	22	52	46	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	6	N	0	36	x08ACCD0038003999	-22:0	71.77	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	1	PCH007	8	51	43	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	6	N	853	36	x08B09D8028003999	-25:0	70.88	NRT	853	0	854	855	876	891	892	893	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	12	39	44	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	6	N	0	36	x08BCD10038003999	-24:0	71.68	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	1	PCH007	8	52	47	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	6	N	0	36	x08B0958028003999	-28:0	68.63	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	12	37	44	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	6	N	4217	37	x08C4A0C038003999	-22:0	74.68	NRT	4217	4217	4219	4219	4284	4317	4317	4359	0	0	0	0	0	0	0	0	a000	f000	f0f000	f0f000	9000	00a00000	00f00000	1	PCH007	6	40	49	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	6	N	0	37	x08F46CE028003999	-22:0	69.33	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	7	27	61	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	6	N	0	37	x08D078C038003999	-21:0	72.09	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9000	0	0	0	0	1	PCH007	6	30	52	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	6	N	0	37	x08D848E028003999	-24:0	70.62	NRT	1374	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	8000	0	0	0	800000	0	1	PCH005	7	18	54	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	2	G	0	38	x08F098A038003999	-19:0	71.23	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	5	38	60	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	2	G	0	38	x08A4C4E028003999	-25:0	70.97	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	7	49	41	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	2	G	0	38	x08F490A038003999	-21:0	70.66	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	5	36	61	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	2	G	0	38	x08BCCCE028003999	-24:0	70.4	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	7	51	47	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	6	N	0	39	x08E0550038003999	-20:0	68.09	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	8	21	56	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	6	N	0	39	x08989D8028003999	-27:0	71.23	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	12	39	38	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	6	N	0	39	x08D4510038003999	-23:0	67.61	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	8	20	53	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	6	N	1083	39	x0898658028003999	-25:0	71.72	NRT	1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff0000	0	0	0	0	ff000000	0	1	PCH005	12	25	38	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	2	G	0	40	x08C4D16038003999	-20:0	68.75	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	11	52	49	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	2	G	0	40	x08B4A64028003999	-24:0	65.22	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	18	41	45	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	2	G	0	40	x08D0D16038003999	-22:0	69.76	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	11	52	52	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	2	G	0	40	x08B4AE4028003999	-27:0	66.16	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	18	43	45	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	2	G	0	41	x08F490E038003999	-18:0	71.81	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	7	36	61	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	2	G	0	41	x089CBD6028003999	-27:0	69.76	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	11	47	39	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	2	G	0	41	x08F484E038003999	-21:0	70.1	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	7	33	61	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	2	G	0	41	x08A8C56028003999	-26:0	71.59	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	11	49	42	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	6	N	0	42	x08C4C56038003999	-20:0	69.59	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	11	49	49	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	6	N	4908	42	x08B8422028003999	-26:0	65.63	NRT	4908	0	4284	4905	4906	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	1	PCH005	17	16	46	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	6	N	0	42	x08CCC56038003999	-20:0	69.33	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	11	49	51	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	6	N	0	42	x08B4462028003999	-25:0	66.51	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	1	PCH005	17	17	45	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	6	N	0	43	x08DC556038003999	-22:0	71.55	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	11	21	55	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	6	N	0	43	x08ECBA2028003999	-22:0	62.89	NRT	3151	3152	3152	3153	3153	3154	3154	3155	3155	3156	3156	3157	3157	3158	3158	3159	ffff00	ffff00	ffff00	ffff00	ffff00	0	ffff0000	1	PCH005	17	46	59	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	6	N	0	43	x08CC516038003999	-21:0	71.68	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	11	20	51	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	6	N	3120	43	x08E8C62028003999	-23:0	63.73	NRT	3120	0	853	854	855	876	891	892	893	894	927	934	935	936	937	938	1000	0	0	0	0	100000	0	1	PCH005	17	49	58	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	8	N	2	44	x08C449A038003999	-20:0	72.59	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	0	0	0	0	1	PCH007	13	18	49	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	8	N	0	44	x08A4926028003999	-28:0	66.01	NRT	3003	3004	3004	3005	3005	3006	3006	3007	3007	3008	3008	3009	3009	3010	3010	3011	80000	80000	80000	80000	80000	8000000	0	1	PCH005	19	36	41	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	8	N	0	44	x08BC49A038003999	-25:0	72.09	NRT	0	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	0	0	0	0	1	PCH007	13	18	47	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	8	N	0	44	x08ACB26028003999	-24:0	65.03	NRT	300	306	312	300	306	312	304	310	314	316	318	320	322	324	369	301	20000	20000	20000	20000	20000	2000000	0	1	PCH005	19	44	43	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	6	N	0	45	x08C4496038003999	-22:0	70.92	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	11	18	49	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	6	N	0	45	x08BC724028003999	-24:0	62.07	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	18	28	47	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	6	N	0	45	x08BC496038003999	-23:0	72.82	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	11	18	47	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
4	R	6	N	854	45	x08BCA64028003999	-25:0	63.03	NRT	854	0	876	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	18	41	47	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
1	R	6	N	0	46	x08F888A038003999	-18:0	72	NRT	1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8000	0	0	0	0	800000	0	1	PCH007	5	34	62	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
2	R	6	N	0	46	x08A050E028003999	-26:0	70.31	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH005	7	20	40	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
3	R	6	N	0	46	x08FC7CA038003999	-20:0	70.66	NRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	PCH007	5	31	63	B	P	K3KL3L30CM-BGCT000-POB9AH	PCH0079X52	T090PR0	MAGEPICU	m805	0															
