DO	HB	HTEMP	tPD_F	tPD	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	run	wf	x	y	lot	test
1	6	127	67.21	65.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	40	103	EUO2949JO2	0
2	6	127	65.08	64.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	40	101	EUO2949JO2	0
1	6	130	63.71	61.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	14	22	72	EUO2949JO2	0
2	6	131	62.46	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	14	22	70	EUO2949JO2	0
1	6	128	61.96	58.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	34	60	EUO2949JO2	0
2	6	126	63.71	62.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	34	58	EUO2949JO2	0
1	6	126	60.71	58.96	60	70	61	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	33	100	EUO2949JO2	0
2	6	125	61.58	61.96	60	70	61	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	33	102	EUO2949JO2	0
1	2	124	58.96	57.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	32	38	EUO2949JO2	0
2	2	127	57.71	58.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	32	36	EUO2949JO2	0
1	2	123	59.83	60.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	35	38	EUO2949JO2	0
2	2	126	60.71	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	35	40	EUO2949JO2	0
1	6	127	67.21	64.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	42	48	EUO2949JO2	0
2	6	126	67.21	62.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	42	46	EUO2949JO2	0
1	2	125	65.08	63.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	47	62	EUO2949JO2	0
2	2	125	65.08	64.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	47	64	EUO2949JO2	0
1	6	125	65.46	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	39	112	EUO2949JO2	0
2	6	127	64.21	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	39	114	EUO2949JO2	0
1	6	129	59.83	56.83	60	70	61	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	31	119	EUO2949JO2	0
2	6	131	62.83	58.96	60	70	61	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	32	119	EUO2949JO2	0
1	6	126	62.83	61.08	30	58	59	60	70	61	71	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	14	23	88	EUO2949JO2	0
2	6	126	61.58	58.58	30	58	59	60	70	61	71	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	14	23	90	EUO2949JO2	0
1	2	123	62.83	61.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	37	81	EUO2949JO2	0
2	2	124	63.33	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	37	83	EUO2949JO2	0
1	2	123	61.58	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	32	93	EUO2949JO2	0
2	2	123	64.58	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	32	91	EUO2949JO2	0
1	6	123	67.21	64.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	41	99	EUO2949JO2	0
2	6	124	66.83	65.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	41	101	EUO2949JO2	0
1	2	124	62.83	61.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	33	103	EUO2949JO2	0
2	2	121	63.71	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	33	105	EUO2949JO2	0
1	2	125	66.33	64.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	39	96	EUO2949JO2	0
2	2	124	68.08	65.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	39	98	EUO2949JO2	0
1	2	123	64.58	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	44	113	EUO2949JO2	0
2	2	123	65.46	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	44	111	EUO2949JO2	0
1	6	126	62.83	58.96	14	15	20	30	54	55	58	59	60	70	61	71	0	0	0	0	0	0	0	0	EUO294	22	32	113	EUO2949JO2	0
2	6	128	61.96	58.96	14	15	20	30	54	55	58	59	60	70	61	71	0	0	0	0	0	0	0	0	EUO294	22	32	111	EUO2949JO2	0
1	6	125	61.08	58.08	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	14	25	39	EUO2949JO2	0
2	6	126	59.83	58.96	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	14	25	41	EUO2949JO2	0
1	2	124	62.83	61.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	37	110	EUO2949JO2	0
2	2	124	61.58	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	37	112	EUO2949JO2	0
1	2	121	61.96	60.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	32	101	EUO2949JO2	0
2	2	122	61.58	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	32	99	EUO2949JO2	0
1	2	121	65.46	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	47	98	EUO2949JO2	0
2	2	122	63.33	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	47	100	EUO2949JO2	0
1	6	121	67.21	65.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	42	97	EUO2949JO2	0
2	6	122	63.83	64.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	42	95	EUO2949JO2	0
1	6	121	65.96	65.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	39	104	EUO2949JO2	0
2	6	122	68.08	64.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	39	106	EUO2949JO2	0
1	2	124	65.08	65.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	49	74	EUO2949JO2	0
2	2	123	66.83	65.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	49	76	EUO2949JO2	0
1	6	127	63.71	61.96	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	42	54	EUO2949JO2	0
2	6	125	62.46	60.71	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	42	52	EUO2949JO2	0
1	2	124	64.58	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	45	69	EUO2949JO2	0
2	2	124	62.46	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	45	71	EUO2949JO2	0
1	2	123	60.71	58.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	39	35	EUO2949JO2	0
2	2	122	59.83	56.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	39	37	EUO2949JO2	0
1	2	122	62.83	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	14	22	56	EUO2949JO2	0
2	2	122	61.58	59.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	14	22	54	EUO2949JO2	0
1	6	121	63.71	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	37	61	EUO2949JO2	0
2	6	120	61.58	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	37	63	EUO2949JO2	0
1	2	119	60.71	57.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	34	45	EUO2949JO2	0
2	2	121	60.33	59.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	34	43	EUO2949JO2	0
1	2	120	60.71	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	32	85	EUO2949JO2	0
2	2	122	62.46	62.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	32	83	EUO2949JO2	0
1	2	121	63.33	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	47	78	EUO2949JO2	0
2	2	124	64.21	63.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	47	80	EUO2949JO2	0
1	2	128	61.96	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	38	39	EUO2949JO2	0
2	2	127	60.71	58.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	38	37	EUO2949JO2	0
1	2	123	60.71	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	36	34	EUO2949JO2	0
2	2	126	58.96	55.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	36	32	EUO2949JO2	0
1	2	122	62.83	61.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	37	77	EUO2949JO2	0
2	2	121	61.58	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	37	79	EUO2949JO2	0
1	2	121	61.58	61.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	37	69	EUO2949JO2	0
2	2	120	61.58	58.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	37	71	EUO2949JO2	0
1	2	122	62.83	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	34	53	EUO2949JO2	0
2	2	121	61.58	58.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	34	51	EUO2949JO2	0
1	2	122	65.08	63.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	43	32	EUO2949JO2	0
2	2	122	63.33	63.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	43	34	EUO2949JO2	0
1	6	121	67.21	64.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	39	88	EUO2949JO2	0
2	6	122	65.96	64.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	39	91	EUO2949JO2	0
1	6	128	63.71	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	43	55	EUO2949JO2	0
2	6	128	62.46	62.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	43	57	EUO2949JO2	0
1	6	123	60.71	58.96	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	34	100	EUO2949JO2	0
2	6	126	62.46	58.58	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	34	98	EUO2949JO2	0
1	2	124	61.58	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	34	84	EUO2949JO2	0
2	2	124	63.71	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	34	82	EUO2949JO2	0
1	2	123	60.71	61.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	34	40	EUO2949JO2	0
2	2	122	60.71	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	34	38	EUO2949JO2	0
1	6	123	60.71	58.96	4002	4218	4219	4220	4220	4221	4224	4224	4225	4225	4226	4226	4227	4227	4228	4228	4400	4400	4401	4401	EUO294	22	43	37	EUO2949JO2	0
2	6	123	59.83	58.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	43	39	EUO2949JO2	0
1	2	123	66.33	63.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	41	83	EUO2949JO2	0
2	2	122	67.21	65.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	41	85	EUO2949JO2	0
1	6	129	63.71	59.83	52	53	60	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	36	53	EUO2949JO2	0
2	6	129	63.71	60.71	52	53	60	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	36	51	EUO2949JO2	0
1	6	126	63.71	61.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	32	55	EUO2949JO2	0
2	6	127	61.96	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	32	53	EUO2949JO2	0
1	2	126	62.83	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	37	78	EUO2949JO2	0
2	2	126	61.58	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	37	80	EUO2949JO2	0
1	6	126	64.08	61.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	35	88	EUO2949JO2	0
2	6	126	62.46	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	35	90	EUO2949JO2	0
1	2	126	62.83	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	38	108	EUO2949JO2	0
2	2	126	63.33	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	38	106	EUO2949JO2	0
1	2	126	59.83	58.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	33	78	EUO2949JO2	0
2	2	123	63.71	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	33	81	EUO2949JO2	0
1	6	124	67.21	66.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	44	47	EUO2949JO2	0
2	6	124	67.58	63.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	44	45	EUO2949JO2	0
1	2	125	64.58	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	41	75	EUO2949JO2	0
2	2	126	64.21	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	41	77	EUO2949JO2	0
1	2	127	61.58	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	40	118	EUO2949JO2	0
2	2	128	61.58	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	40	116	EUO2949JO2	0
1	2	128	61.58	61.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	49	40	EUO2949JO2	0
2	2	128	64.58	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	49	42	EUO2949JO2	0
1	6	128	63.71	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	43	96	EUO2949JO2	0
2	6	128	65.46	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	43	98	EUO2949JO2	0
1	6	130	66.33	64.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	43	44	EUO2949JO2	0
2	6	129	66.33	64.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	43	46	EUO2949JO2	0
1	6	129	61.08	58.08	58	59	60	70	61	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	33	35	EUO2949JO2	0
2	6	128	58.96	55.96	58	59	60	70	61	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	33	37	EUO2949JO2	0
1	6	127	62.83	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	14	22	68	EUO2949JO2	0
2	6	129	64.58	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	14	22	66	EUO2949JO2	0
1	6	127	60.71	59.83	14	15	20	30	54	55	58	59	60	70	61	71	0	0	0	0	0	0	0	0	EUO294	22	34	110	EUO2949JO2	0
2	6	128	61.58	59.83	14	15	20	30	54	55	58	59	60	70	61	71	0	0	0	0	0	0	0	0	EUO294	22	34	108	EUO2949JO2	0
1	6	128	63.71	61.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	37	102	EUO2949JO2	0
2	6	127	62.46	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	37	104	EUO2949JO2	0
1	2	126	63.33	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	36	71	EUO2949JO2	0
2	2	128	64.21	64.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	36	69	EUO2949JO2	0
1	6	125	64.58	63.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	44	108	EUO2949JO2	0
2	6	126	68.46	63.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	44	106	EUO2949JO2	0
1	2	124	62.83	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	39	46	EUO2949JO2	0
2	2	126	63.71	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	39	48	EUO2949JO2	0
1	6	123	67.21	65.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	42	85	EUO2949JO2	0
2	6	125	65.96	66.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	42	83	EUO2949JO2	0
1	6	124	61.96	58.96	60	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	34	72	EUO2949JO2	0
2	6	124	60.71	59.83	60	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	34	70	EUO2949JO2	0
1	2	125	61.96	56.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	33	39	EUO2949JO2	0
2	2	125	62.83	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	33	41	EUO2949JO2	0
1	6	125	60.71	57.71	60	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	14	22	52	EUO2949JO2	0
2	6	125	61.58	60.71	60	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	14	22	50	EUO2949JO2	0
1	2	124	59.83	59.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	40	32	EUO2949JO2	0
2	2	124	62.46	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	41	31	EUO2949JO2	0
1	6	127	68.46	65.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	43	59	EUO2949JO2	0
2	6	126	65.08	62.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	43	61	EUO2949JO2	0
1	2	125	64.21	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	44	117	EUO2949JO2	0
2	2	124	65.46	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	44	115	EUO2949JO2	0
1	2	123	63.71	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	39	62	EUO2949JO2	0
2	2	126	61.58	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	39	64	EUO2949JO2	0
1	6	123	66.33	64.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	42	44	EUO2949JO2	0
2	6	124	64.21	63.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	42	42	EUO2949JO2	0
1	6	123	63.71	61.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	35	95	EUO2949JO2	0
2	6	122	62.46	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	35	97	EUO2949JO2	0
1	6	123	59.83	55.96	60	70	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	35	116	EUO2949JO2	0
2	6	121	59.83	58.96	60	70	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	35	118	EUO2949JO2	0
1	2	125	57.71	58.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	37	33	EUO2949JO2	0
2	2	123	62.46	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	37	35	EUO2949JO2	0
1	2	124	60.71	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	37	73	EUO2949JO2	0
2	2	124	62.46	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	37	75	EUO2949JO2	0
1	6	125	67.21	63.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	43	68	EUO2949JO2	0
2	6	124	67.21	65.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	43	70	EUO2949JO2	0
1	6	121	63.33	63.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	44	57	EUO2949JO2	0
2	6	123	63.71	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	44	54	EUO2949JO2	0
1	6	122	65.96	66.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	43	91	EUO2949JO2	0
2	6	123	68.08	65.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	43	93	EUO2949JO2	0
1	6	123	62.83	59.83	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	36	114	EUO2949JO2	0
2	6	122	61.58	59.83	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	36	112	EUO2949JO2	0
1	2	120	62.83	58.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	14	23	56	EUO2949JO2	0
2	2	121	63.71	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	14	23	58	EUO2949JO2	0
1	2	124	62.83	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	41	45	EUO2949JO2	0
2	2	122	62.46	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	41	47	EUO2949JO2	0
1	6	123	60.71	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	37	49	EUO2949JO2	0
2	6	123	63.33	61.58	4001	4001	4002	4002	4003	4003	4004	4004	4005	4005	4006	4006	4007	4007	4009	4009	4010	4010	4011	4011	EUO294	22	37	51	EUO2949JO2	0
1	6	124	67.21	64.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	41	50	EUO2949JO2	0
2	6	126	68.08	65.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	41	52	EUO2949JO2	0
1	2	124	62.46	62.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	43	33	EUO2949JO2	0
2	2	124	65.46	63.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	43	35	EUO2949JO2	0
1	6	124	63.71	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	49	77	EUO2949JO2	0
2	6	122	63.71	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	49	79	EUO2949JO2	0
1	2	121	68.08	65.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	44	58	EUO2949JO2	0
2	2	121	68.08	65.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	44	56	EUO2949JO2	0
1	2	121	63.71	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	35	54	EUO2949JO2	0
2	2	123	63.71	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	22	35	56	EUO2949JO2	0
1	2	120	66.33	64.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	42	105	EUO2949JO2	0
2	2	119	65.96	64.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	42	103	EUO2949JO2	0
