DO	HB	HTEMP	tPD_F	tPD	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	run	wf	x	y	lot	test
1	2	126	61.08	58.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	22	35	EUO2949JO2	0
2	2	127	61.08	58.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	23	37	EUO2949JO2	0
1	6	127	60.71	58.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	15	57	EUO2949JO2	0
2	6	127	61.58	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	15	59	EUO2949JO2	0
1	6	130	59.83	58.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	2	34	85	EUO2949JO2	0
2	6	131	61.96	58.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	2	34	83	EUO2949JO2	0
1	6	128	65.46	63.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	45	82	EUO2949JO2	0
2	6	129	65.46	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	45	84	EUO2949JO2	0
1	6	127	64.58	62.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	45	94	EUO2949JO2	0
2	6	128	63.33	63.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	45	96	EUO2949JO2	0
1	6	126	61.96	58.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	14	50	EUO2949JO2	0
2	6	126	59.83	60.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	14	48	EUO2949JO2	0
1	6	128	58.08	58.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	21	38	EUO2949JO2	0
2	6	127	59.83	56.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	21	40	EUO2949JO2	0
1	6	126	64.21	64.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	48	72	EUO2949JO2	0
2	6	126	64.21	63.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	48	70	EUO2949JO2	0
1	6	125	61.96	58.96	20	30	58	59	60	70	61	71	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	16	64	EUO2949JO2	0
2	6	124	61.96	57.71	20	30	58	59	60	70	61	71	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	16	62	EUO2949JO2	0
1	6	125	64.58	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	45	102	EUO2949JO2	0
2	6	123	64.58	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	45	104	EUO2949JO2	0
1	6	124	66.33	63.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	48	52	EUO2949JO2	0
2	6	126	65.08	64.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	48	50	EUO2949JO2	0
1	6	125	64.58	63.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	43	89	EUO2949JO2	0
2	6	123	65.08	63.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	43	91	EUO2949JO2	0
1	6	124	65.83	62.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	45	78	EUO2949JO2	0
2	6	124	63.33	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	45	80	EUO2949JO2	0
1	6	125	63.71	59.83	60	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	17	80	EUO2949JO2	0
2	6	123	64.58	61.58	60	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	17	83	EUO2949JO2	0
1	2	125	63.71	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	50	107	EUO2949JO2	0
2	2	124	64.58	62.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	50	105	EUO2949JO2	0
1	6	127	66.33	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	47	100	EUO2949JO2	0
2	6	123	66.33	64.58	4001	4002	4002	4003	4003	4004	4004	4007	4007	4009	4009	4010	4010	4011	4011	4012	4033	4068	4087	4087	EUO294	19	47	102	EUO2949JO2	0
1	2	124	63.71	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	17	72	EUO2949JO2	0
2	2	124	64.58	59.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	17	74	EUO2949JO2	0
1	6	125	61.46	58.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	12	55	EUO2949JO2	0
2	6	123	58.96	58.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	12	53	EUO2949JO2	0
1	2	123	65.46	64.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	47	65	EUO2949JO2	0
2	2	123	64.21	63.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	47	67	EUO2949JO2	0
1	6	122	62.46	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	48	86	EUO2949JO2	0
2	6	123	64.58	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	48	84	EUO2949JO2	0
1	6	122	64.58	63.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	50	98	EUO2949JO2	0
2	6	123	62.46	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	50	95	EUO2949JO2	0
1	2	123	60.71	61.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	20	92	EUO2949JO2	0
2	2	123	64.58	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	20	90	EUO2949JO2	0
1	6	124	62.83	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	19	49	EUO2949JO2	0
2	6	123	63.33	63.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	19	51	EUO2949JO2	0
1	2	125	64.58	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	46	108	EUO2949JO2	0
2	2	126	65.46	63.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	46	106	EUO2949JO2	0
1	6	125	60.71	58.96	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	19	103	EUO2949JO2	0
2	6	123	60.71	58.96	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	19	105	EUO2949JO2	0
1	6	122	65.08	63.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	40	93	EUO2949JO2	0
2	6	123	67.21	64.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	40	91	EUO2949JO2	0
1	2	120	61.96	58.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	45	35	EUO2949JO2	0
2	2	121	60.71	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	45	37	EUO2949JO2	0
1	2	120	64.58	63.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	44	51	EUO2949JO2	0
2	2	121	62.46	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	44	46	EUO2949JO2	0
1	6	122	62.46	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	46	84	EUO2949JO2	0
2	6	123	64.21	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	46	82	EUO2949JO2	0
1	6	123	61.58	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	46	109	EUO2949JO2	0
2	6	124	63.71	60.71	4001	4001	4002	4002	4003	4003	4004	4004	4005	4005	4006	4006	4007	4007	4009	4009	4010	4010	4011	4011	EUO294	16	46	107	EUO2949JO2	0
1	6	123	59.33	56.33	30	25	26	52	53	56	57	58	59	60	70	61	71	65	66	0	0	0	0	0	EUO294	5	9	83	EUO2949JO2	0
2	6	125	58.08	57.21	30	25	26	52	53	56	57	58	59	60	70	61	71	65	66	0	0	0	0	0	EUO294	5	9	85	EUO2949JO2	0
1	6	122	65.83	62.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	24	65	EUO2949JO2	0
2	6	122	63.71	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	24	63	EUO2949JO2	0
1	6	123	62.46	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	22	64	EUO2949JO2	0
2	6	120	63.33	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	22	63	EUO2949JO2	0
1	6	121	63.71	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	23	42	EUO2949JO2	0
2	6	122	60.33	58.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	23	44	EUO2949JO2	0
1	2	121	62.83	61.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	45	43	EUO2949JO2	0
2	2	121	62.83	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	45	45	EUO2949JO2	0
1	6	119	61.96	58.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	15	88	EUO2949JO2	0
2	6	118	62.83	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	15	90	EUO2949JO2	0
1	6	120	66.71	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	44	65	EUO2949JO2	0
2	6	120	64.21	61.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	44	63	EUO2949JO2	0
1	2	122	67.21	64.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	46	55	EUO2949JO2	0
2	2	124	68.08	65.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	46	53	EUO2949JO2	0
1	6	125	61.08	59.33	14	15	20	30	54	55	58	59	60	70	61	71	0	0	0	0	0	0	0	0	EUO294	18	17	56	EUO2949JO2	0
2	6	127	62.83	59.83	14	15	20	30	54	55	58	59	60	70	61	71	0	0	0	0	0	0	0	0	EUO294	18	17	58	EUO2949JO2	0
1	2	123	63.71	62.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	19	91	EUO2949JO2	0
2	2	121	61.58	61.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	19	93	EUO2949JO2	0
1	6	123	65.46	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	22	58	EUO2949JO2	0
2	6	124	64.21	62.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	22	56	EUO2949JO2	0
1	6	121	63.71	62.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	22	50	EUO2949JO2	0
2	6	123	61.58	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	22	48	EUO2949JO2	0
1	2	124	63.71	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	45	47	EUO2949JO2	0
2	2	122	63.33	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	45	49	EUO2949JO2	0
1	2	122	61.96	61.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	47	36	EUO2949JO2	0
2	2	121	60.71	57.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	47	38	EUO2949JO2	0
1	6	121	65.46	63.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	44	57	EUO2949JO2	0
2	6	122	63.33	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	44	53	EUO2949JO2	0
1	2	124	60.71	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	49	109	EUO2949JO2	0
2	2	122	60.71	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	49	111	EUO2949JO2	0
1	6	124	57.21	55.46	20	30	25	26	51	52	53	54	55	56	57	58	59	60	70	61	71	65	66	0	EUO294	18	10	68	EUO2949JO2	0
2	6	126	58.96	58.08	20	30	25	26	51	52	53	54	55	56	57	58	59	60	70	61	71	65	66	0	EUO294	18	10	66	EUO2949JO2	0
1	6	125	61.08	58.08	25	26	52	53	58	59	65	66	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	20	52	EUO2949JO2	0
2	6	124	61.58	58.58	25	26	52	53	58	59	65	66	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	20	50	EUO2949JO2	0
1	6	123	61.58	61.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	22	85	EUO2949JO2	0
2	6	124	62.46	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	22	83	EUO2949JO2	0
1	6	123	65.46	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	17	70	EUO2949JO2	0
2	6	120	63.33	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	17	72	EUO2949JO2	0
1	2	121	64.58	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	44	105	EUO2949JO2	0
2	2	122	63.33	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	44	103	EUO2949JO2	0
1	6	121	58.08	56.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	8	81	EUO2949JO2	0
2	6	121	58.46	55.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	8	77	EUO2949JO2	0
1	6	123	64.58	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	49	101	EUO2949JO2	0
2	6	123	63.33	60.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	49	103	EUO2949JO2	0
1	2	122	64.58	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	43	115	EUO2949JO2	0
2	2	124	63.33	60.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	43	117	EUO2949JO2	0
1	6	127	56.33	54.58	14	15	18	19	20	30	25	26	51	52	53	54	55	56	57	58	59	60	70	61	EUO294	18	8	76	EUO2949JO2	0
2	6	126	58.08	56.33	14	15	18	19	20	30	25	26	51	52	53	54	55	56	57	58	59	60	70	61	EUO294	18	8	74	EUO2949JO2	0
1	6	127	64.58	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	23	76	EUO2949JO2	0
2	6	124	65.46	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	23	78	EUO2949JO2	0
1	6	125	62.46	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	22	77	EUO2949JO2	0
2	6	126	63.33	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	22	75	EUO2949JO2	0
1	6	125	61.96	60.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	17	50	EUO2949JO2	0
2	6	125	60.71	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	17	52	EUO2949JO2	0
1	6	126	63.71	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	46	60	EUO2949JO2	0
2	6	126	65.46	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	46	58	EUO2949JO2	0
1	6	126	65.46	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	6	60	63	EUO2949JO2	0
2	6	124	65.96	64.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	6	61	76	EUO2949JO2	0
1	6	126	61.96	58.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	23	107	EUO2949JO2	0
2	6	125	60.71	57.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	23	109	EUO2949JO2	0
1	2	126	62.83	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	44	39	EUO2949JO2	0
2	2	126	61.58	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	16	44	37	EUO2949JO2	0
1	6	131	62.83	61.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	13	67	EUO2949JO2	0
2	6	133	61.58	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	13	69	EUO2949JO2	0
1	6	131	63.71	62.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	24	84	EUO2949JO2	0
2	6	127	64.58	63.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	24	82	EUO2949JO2	0
1	6	128	62.83	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	20	105	EUO2949JO2	0
2	6	129	60.71	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	20	103	EUO2949JO2	0
1	6	131	65.46	63.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	57	93	EUO2949JO2	0
2	6	129	64.58	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	57	95	EUO2949JO2	0
1	6	128	57.21	57.58	14	15	20	30	26	52	53	54	55	56	57	58	59	60	70	61	71	66	0	0	EUO294	18	13	98	EUO2949JO2	0
2	6	129	62.83	59.83	14	15	20	30	26	52	53	54	55	56	57	58	59	60	70	61	71	66	0	0	EUO294	18	14	104	EUO2949JO2	0
1	6	129	61.96	58.96	14	15	20	30	25	26	54	55	58	59	60	70	61	71	65	66	0	0	0	0	EUO294	18	17	95	EUO2949JO2	0
2	6	129	60.71	57.71	14	15	20	30	25	26	54	55	58	59	60	70	61	71	65	66	0	0	0	0	EUO294	18	17	97	EUO2949JO2	0
1	6	128	61.08	58.08	14	15	20	30	26	54	55	58	59	60	70	61	71	66	0	0	0	0	0	0	EUO294	18	15	90	EUO2949JO2	0
2	6	128	59.83	60.21	14	15	20	30	26	54	55	58	59	60	70	61	71	66	0	0	0	0	0	0	EUO294	18	15	92	EUO2949JO2	0
1	6	129	59.83	58.96	14	15	20	30	26	52	53	54	55	56	57	58	59	60	70	61	71	66	0	0	EUO294	18	13	90	EUO2949JO2	0
2	6	127	59.83	58.96	14	15	20	30	26	52	53	54	55	56	57	58	59	60	70	61	71	66	0	0	EUO294	18	13	92	EUO2949JO2	0
1	6	127	59.83	58.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	13	80	EUO2949JO2	0
2	6	130	61.58	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	13	82	EUO2949JO2	0
1	6	127	58.96	59.33	30	25	26	52	53	55	56	57	58	59	60	70	61	71	65	66	0	0	0	0	EUO294	18	19	42	EUO2949JO2	0
2	6	128	60.21	57.21	30	25	26	52	53	55	56	57	58	59	60	70	61	71	65	66	0	0	0	0	EUO294	18	19	45	EUO2949JO2	0
1	6	124	61.96	61.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	12	83	EUO2949JO2	0
2	6	123	60.71	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	12	80	EUO2949JO2	0
1	2	126	63.71	60.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	57	52	EUO2949JO2	0
2	2	127	64.58	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	57	54	EUO2949JO2	0
1	6	123	58.08	56.33	14	15	20	30	26	52	53	54	55	58	59	60	70	61	71	66	0	0	0	0	EUO294	18	11	95	EUO2949JO2	0
2	6	126	61.96	58.96	14	15	20	30	26	52	53	54	55	58	59	60	70	61	71	66	0	0	0	0	EUO294	18	11	97	EUO2949JO2	0
1	2	125	64.58	62.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	59	91	EUO2949JO2	0
2	2	124	63.33	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	60	88	EUO2949JO2	0
1	6	124	58.96	58.08	26	58	59	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	20	39	EUO2949JO2	0
2	6	123	59.83	56.83	26	58	59	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	20	37	EUO2949JO2	0
1	6	126	56.33	53.33	20	30	25	26	51	52	53	54	55	56	57	58	59	60	70	61	71	65	66	0	EUO294	18	12	52	EUO2949JO2	0
2	6	124	58.08	58.46	20	30	25	26	51	52	53	54	55	56	57	58	59	60	70	61	71	65	66	0	EUO294	18	13	51	EUO2949JO2	0
1	6	129	60.21	57.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	11	74	EUO2949JO2	0
2	6	128	59.83	58.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	11	77	EUO2949JO2	0
1	6	125	59.83	58.08	14	15	20	30	26	54	55	58	59	60	70	61	71	66	0	0	0	0	0	0	EUO294	18	18	103	EUO2949JO2	0
2	6	126	60.71	57.71	14	15	20	30	26	54	55	58	59	60	70	61	71	66	0	0	0	0	0	0	EUO294	18	18	101	EUO2949JO2	0
1	6	124	61.96	61.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	20	101	EUO2949JO2	0
2	6	125	62.46	62.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	20	99	EUO2949JO2	0
1	6	122	63.33	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	57	68	EUO2949JO2	0
2	6	124	64.21	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	19	57	70	EUO2949JO2	0
1	2	122	61.58	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	21	65	EUO2949JO2	0
2	2	121	62.46	59.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	21	67	EUO2949JO2	0
1	6	123	59.83	58.96	26	70	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	13	61	EUO2949JO2	0
2	6	123	59.83	60.21	26	70	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	13	63	EUO2949JO2	0
1	2	123	62.83	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	2	37	88	EUO2949JO2	0
2	2	123	62.46	61.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	2	37	90	EUO2949JO2	0
1	6	122	61.96	60.21	26	60	70	61	71	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	12	73	EUO2949JO2	0
2	6	122	60.71	58.96	26	60	70	61	71	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	12	71	EUO2949JO2	0
1	6	127	61.96	59.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	13	84	EUO2949JO2	0
2	6	126	60.71	57.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	5	13	86	EUO2949JO2	0
1	6	126	64.58	62.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	23	75	EUO2949JO2	0
2	6	125	63.33	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	23	77	EUO2949JO2	0
1	6	121	65.46	62.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	20	63	EUO2949JO2	0
2	6	118	64.21	63.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	1	20	61	EUO2949JO2	0
1	6	123	59.33	57.58	26	52	53	55	56	57	58	59	60	70	61	71	66	0	0	0	0	0	0	0	EUO294	18	17	48	EUO2949JO2	0
2	6	121	58.96	58.08	26	52	53	55	56	57	58	59	60	70	61	71	66	0	0	0	0	0	0	0	EUO294	18	17	50	EUO2949JO2	0
1	2	120	61.58	61.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	20	87	EUO2949JO2	0
2	2	120	61.58	61.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EUO294	18	20	86	EUO2949JO2	0
