IDX	LABEL	PC	UI	CLKT	CS0	CS1	CA	WCKT	RDQS0	RDQS1	DMI0	DMI1	DATAe	DATAo	CLK_cnt	CMD	BANK	ROW	COLA	MR_VAL	ETC	Data
1693	-	17D	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1444	DES	-	-	-	-	-	-
1694	-	17D	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1445	DES	-	-	-	-	-	-
1695	-	17D	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1445	DES	-	-	-	-	-	-
1696	-	17D	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1445	DES	-	-	-	-	-	-
1697	-	17D	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1445	DES	-	-	-	-	-	-
1698	-	17D	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1446	DES	-	-	-	-	-	-
1699	-	17D	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1446	DES	-	-	-	-	-	-
169A	-	17D	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1446	DES	-	-	-	-	-	-
169B	-	17D	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1446	DES	-	-	-	-	-	-
169C	-	17D	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1447	DES	-	-	-	-	-	-
169D	-	17D	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1447	DES	-	-	-	-	-	-
169E	-	17D	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1447	DES	-	-	-	-	-	-
169F	-	17D	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1447	DES	-	-	-	-	-	-
16A0	-	17E	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1448	DES	-	-	-	-	-	-
16A1	-	17E	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1448	DES	-	-	-	-	-	-
16A2	-	17E	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1448	DES	-	-	-	-	-	-
16A3	-	17E	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1448	DES	-	-	-	-	-	-
16A4	-	17E	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1449	DES	-	-	-	-	-	-
16A5	-	17E	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1449	DES	-	-	-	-	-	-
16A6	-	17E	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1449	DES	-	-	-	-	-	-
16A7	-	17E	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1449	DES	-	-	-	-	-	-
16A8	-	17E	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1450	DES	-	-	-	-	-	-
16A9	-	17E	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1450	DES	-	-	-	-	-	-
16AA	-	17E	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1450	DES	-	-	-	-	-	-
16AB	-	17E	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1450	DES	-	-	-	-	-	-
16AC	-	17E	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1451	DES	-	-	-	-	-	-
16AD	-	17E	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1451	DES	-	-	-	-	-	-
16AE	-	17E	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1451	DES	-	-	-	-	-	-
16AF	-	17E	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1451	DES	-	-	-	-	-	-
16B0	-	17F	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1452	DES	-	-	-	-	-	-
16B1	-	17F	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1452	DES	-	-	-	-	-	-
16B2	-	17F	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1452	DES	-	-	-	-	-	-
16B3	-	17F	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1452	DES	-	-	-	-	-	-
16B4	-	17F	5	0	1	0	1111000_	10_	00_	00_	00_	00_	0x0000	0x0000	1453	PRE	-	-	-	-	-	-
16B5	-	17F	6	0	1	0	1111000_	10_	00_	00_	00_	00_	0x0000	0x0000	1453	PRE	-	-	-	-	-	-
16B6	-	17F	7	1	0	0	1000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1453	PRE	ALL	-	-	-	-	-
16B7	-	17F	8	1	0	0	1000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1453	PRE	ALL	-	-	-	-	-
16B8	-	17F	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1454	DES	-	-	-	-	-	-
16B9	-	17F	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1454	DES	-	-	-	-	-	-
16BA	-	17F	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1454	DES	-	-	-	-	-	-
16BB	-	17F	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1454	DES	-	-	-	-	-	-
16BC	-	17F	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1455	DES	-	-	-	-	-	-
16BD	-	17F	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1455	DES	-	-	-	-	-	-
16BE	-	17F	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1455	DES	-	-	-	-	-	-
16BF	-	17F	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1455	DES	-	-	-	-	-	-
16C0	-	180	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1456	DES	-	-	-	-	-	-
16C1	-	180	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1456	DES	-	-	-	-	-	-
16C2	-	180	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1456	DES	-	-	-	-	-	-
16C3	-	180	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1456	DES	-	-	-	-	-	-
16C4	-	180	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1457	DES	-	-	-	-	-	-
16C5	-	180	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1457	DES	-	-	-	-	-	-
16C6	-	180	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1457	DES	-	-	-	-	-	-
16C7	-	180	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1457	DES	-	-	-	-	-	-
16C8	-	180	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1458	DES	-	-	-	-	-	-
16C9	-	180	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1458	DES	-	-	-	-	-	-
16CA	-	180	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1458	DES	-	-	-	-	-	-
16CB	-	180	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1458	DES	-	-	-	-	-	-
16CC	-	180	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1459	DES	-	-	-	-	-	-
16CD	-	180	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1459	DES	-	-	-	-	-	-
16CE	-	180	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1459	DES	-	-	-	-	-	-
16CF	-	180	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1459	DES	-	-	-	-	-	-
16D0	-	181	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1460	DES	-	-	-	-	-	-
16D1	-	181	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1460	DES	-	-	-	-	-	-
16D2	-	181	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1460	DES	-	-	-	-	-	-
16D3	-	181	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1460	DES	-	-	-	-	-	-
16D4	-	181	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1461	DES	-	-	-	-	-	-
16D5	-	181	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1461	DES	-	-	-	-	-	-
16D6	-	181	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1461	DES	-	-	-	-	-	-
16D7	-	181	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1461	DES	-	-	-	-	-	-
16D8	-	181	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1462	DES	-	-	-	-	-	-
16D9	-	181	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1462	DES	-	-	-	-	-	-
16DA	-	181	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1462	DES	-	-	-	-	-	-
16DB	-	181	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1462	DES	-	-	-	-	-	-
16DC	-	181	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1463	DES	-	-	-	-	-	-
16DD	-	181	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1463	DES	-	-	-	-	-	-
16DE	-	181	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1463	DES	-	-	-	-	-	-
16DF	-	181	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1463	DES	-	-	-	-	-	-
1.60E+01	-	182	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1464	DES	-	-	-	-	-	-
1.60E+02	-	182	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1464	DES	-	-	-	-	-	-
1.60E+03	-	182	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1464	DES	-	-	-	-	-	-
1.60E+04	-	182	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1464	DES	-	-	-	-	-	-
1.60E+05	-	182	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1465	DES	-	-	-	-	-	-
1.60E+06	-	182	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1465	DES	-	-	-	-	-	-
1.60E+07	-	182	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1465	DES	-	-	-	-	-	-
1.60E+08	-	182	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1465	DES	-	-	-	-	-	-
1.60E+09	-	182	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1466	DES	-	-	-	-	-	-
1.60E+10	-	182	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1466	DES	-	-	-	-	-	-
16EA	-	182	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1466	DES	-	-	-	-	-	-
16EB	-	182	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1466	DES	-	-	-	-	-	-
16EC	-	182	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1467	DES	-	-	-	-	-	-
16ED	-	182	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1467	DES	-	-	-	-	-	-
16EE	-	182	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1467	DES	-	-	-	-	-	-
16EF	-	182	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1467	DES	-	-	-	-	-	-
16F0	-	183	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1468	DES	-	-	-	-	-	-
16F1	-	183	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1468	DES	-	-	-	-	-	-
16F2	-	183	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1468	DES	-	-	-	-	-	-
16F3	-	183	4	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1468	DES	-	-	-	-	-	-
16F4	-	183	5	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1469	DES	-	-	-	-	-	-
16F5	-	183	6	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1469	DES	-	-	-	-	-	-
16F6	-	183	7	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1469	DES	-	-	-	-	-	-
16F7	-	183	8	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1469	DES	-	-	-	-	-	-
16F8	-	183	9	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1470	DES	-	-	-	-	-	-
16F9	-	183	10	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1470	DES	-	-	-	-	-	-
16FA	-	183	11	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1470	DES	-	-	-	-	-	-
16FB	-	183	12	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1470	DES	-	-	-	-	-	-
16FC	-	183	13	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1471	DES	-	-	-	-	-	-
16FD	-	183	14	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1471	DES	-	-	-	-	-	-
16FE	-	183	15	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1471	DES	-	-	-	-	-	-
16FF	-	183	16	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1471	DES	-	-	-	-	-	-
1700	-	184	1	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1472	DES	-	-	-	-	-	-
1701	-	184	2	0	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1472	DES	-	-	-	-	-	-
1702	-	184	3	1	0	0	0000000_	10_	00_	00_	00_	00_	0x0000	0x0000	1472	DES	-	-	-	-	-	-
1703	-	184	4	1	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	1472	DES	-	-	-	-	-	-
1704	-	184	5	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	1473	DES	-	-	-	-	-	-
1705	-	184	6	0	0	0	0100000_	10_	00_	00_	00_	00_	0x0000	0x0000	1473	DES	-	-	-	-	-	-
