DO	HB	NB	V43	run	wf	x	y	test
4	2	0	3190	PCI016	12	24	53	0
1	6	1845	4122	PCJ017	22	22	43	0
3	6	0	4122	PCI016	12	45	50	0
2	6	0	4122	PCJ017	22	25	41	0
4	6	0	3190	PCI016	12	45	52	0
1	2	0	4122	PCJ017	22	51	39	0
3	2	0	4122	PCI016	12	32	61	0
2	2	0	3190	PCJ017	22	52	42	0
4	2	0	4122	PCI016	12	29	60	0
1	3	0	4122	PCJ017	22	40	58	0
3	3	983	4122	PCI016	12	24	47	0
2	3	0	4122	PCJ017	22	37	60	0
4	3	0	3190	PCI016	12	25	44	0
1	2	0	4122	PCJ017	22	43	57	0
3	2	0	3190	PCI016	12	45	47	0
2	2	0	4122	PCJ017	22	40	57	0
4	2	0	3190	PCI016	12	45	49	0
1	2	0	4122	PCJ017	22	36	39	0
3	2	0	3190	PCI016	12	24	50	0
2	2	0	4122	PCJ017	22	39	39	0
4	2	0	4122	PCI016	12	24	48	0
1	8	863	0	W0A000	0	0	0	0
3	8	863	0	W0A000	0	0	0	0
2	8	863	0	W0A000	0	0	0	0
4	8	863	0	W0A000	0	0	0	0
1	6	4001	4122	PCJ017	24	29	63	0
3	6	4001	4122	PCI016	13	47	54	0
2	6	4001	3190	PCJ017	24	25	62	0
4	6	4001	3190	PCI016	13	45	56	0
1	6	0	3190	PCJ017	22	29	60	0
3	6	3013	4122	PCI016	12	25	56	0
2	6	0	3190	PCJ017	22	27	60	0
4	6	0	3190	PCI016	12	23	55	0
1	2	0	4122	PCJ017	22	51	52	0
3	2	0	3190	PCI016	12	44	56	0
2	2	0	3190	PCJ017	22	50	54	0
4	2	0	4122	PCI016	12	41	57	0
1	3	983	4122	PCJ017	22	20	45	0
3	3	0	3190	PCI016	12	23	43	0
2	3	983	3190	PCJ017	22	20	43	0
4	3	983	3190	PCI016	12	25	42	0
1	3	983	4122	PCJ017	22	25	56	0
3	3	0	4122	PCI016	12	44	54	0
2	3	0	4122	PCJ017	22	22	52	0
4	3	0	3190	PCI016	12	42	55	0
1	3	983	4122	PCJ017	24	52	38	0
3	3	0	3190	PCI016	13	42	58	0
2	3	983	4122	PCJ017	24	53	39	0
4	3	0	4122	PCI016	13	40	58	0
1	3	0	4122	PCJ017	22	56	43	0
3	3	0	4122	PCI016	12	33	62	0
2	3	983	4122	PCJ017	22	57	47	0
4	3	0	3190	PCI016	12	31	62	0
1	3	0	3190	PCJ017	24	20	45	0
3	3	0	3190	PCI016	13	31	44	0
2	3	0	4122	PCJ017	24	20	43	0
4	3	983	4122	PCI016	13	33	44	0
1	2	0	4122	PCJ017	24	49	48	0
3	2	0	3190	PCI016	13	38	49	0
2	2	0	4122	PCJ017	24	48	53	0
4	2	0	3091	PCI016	12	27	32	0
1	2	0	3190	PCJ017	22	28	58	0
3	2	0	3190	PCI016	12	47	47	0
2	2	0	4122	PCJ017	22	25	57	0
4	2	0	3190	PCI016	12	47	49	0
1	3	0	1001	PCJ017	22	38	61	0
3	3	0	3190	PCI016	12	28	40	0
2	3	983	4122	PCJ017	22	36	62	0
4	3	0	3190	PCI016	12	32	39	0
1	2	0	4122	PCJ017	22	49	44	0
3	2	0	4122	PCI016	12	23	51	0
2	2	0	4122	PCJ017	22	50	45	0
4	2	0	3190	PCI016	12	22	49	0
1	3	983	3021	PCJ017	22	44	41	0
3	3	0	3190	PCI016	12	28	53	0
2	3	983	4122	PCJ017	22	46	42	0
4	3	0	4122	PCI016	12	26	51	0
1	3	0	4122	PCJ017	22	36	59	0
3	3	0	4122	PCI016	12	45	51	0
2	3	983	4122	PCJ017	22	34	57	0
4	3	0	3190	PCI016	12	44	53	0
1	3	0	4122	PCJ017	22	43	40	0
3	3	0	3190	PCI016	12	25	45	0
2	3	0	1003	PCJ017	22	45	41	0
4	3	983	3190	PCI016	12	26	44	0
1	8	863	0	W0A000	0	0	0	0
3	8	863	0	W0A000	0	0	0	0
2	8	863	0	W0A000	0	0	0	0
4	8	863	0	W0A000	0	0	0	0
1	6	4001	4122	PCJ017	24	17	47	0
3	6	4001	3190	PCI016	13	30	55	0
2	6	4001	4122	PCJ017	24	19	42	0
4	6	4001	3190	PCI016	13	28	54	0
1	8	863	0	W0A000	0	0	0	0
3	8	863	0	PCI016	12	48	53	0
2	8	863	0	PCJ017	22	52	46	0
4	8	863	0	PCI016	12	47	55	0
1	2	0	3190	PCJ017	22	41	37	0
3	2	0	3190	PCI016	12	48	46	0
2	2	0	4122	PCJ017	22	45	38	0
4	2	0	3190	PCI016	12	48	47	0
1	3	983	4122	PCJ017	22	21	41	0
3	3	0	3190	PCI016	12	27	41	0
2	3	0	4122	PCJ017	22	23	40	0
4	3	0	3190	PCI016	12	29	40	0
1	3	0	3190	PCJ017	22	21	50	0
3	3	0	3190	PCI016	12	39	56	0
2	3	983	3190	PCJ017	22	21	47	0
4	3	983	4122	PCI016	12	37	57	0
1	3	0	4122	PCJ017	24	51	50	0
3	3	0	4122	PCI016	13	33	45	0
2	3	0	3190	PCJ017	24	51	51	0
4	3	983	4122	PCI016	13	35	45	0
1	3	0	3190	PCJ017	24	28	46	0
3	3	0	4122	PCI016	12	52	52	0
2	3	983	4122	PCJ017	24	30	46	0
4	3	0	3190	PCI016	12	50	55	0
1	2	0	4122	PCJ017	24	50	48	0
3	2	0	4122	PCI016	13	43	50	0
2	2	0	4122	PCJ017	24	50	52	0
4	2	0	3190	PCI016	13	43	52	0
1	2	0	4122	PCJ017	24	19	40	0
3	2	0	4122	PCI016	13	28	55	0
2	2	0	4122	PCJ017	24	21	38	0
4	2	0	4122	PCI016	13	26	54	0
1	6	0	4122	PCJ017	22	22	56	0
3	6	1636	4122	PCI016	12	47	52	0
2	6	983	4122	PCJ017	22	21	53	0
4	6	983	3190	PCI016	12	46	53	0
1	2	0	3190	PCJ017	22	49	41	0
3	2	0	4122	PCI016	12	28	57	0
2	2	0	4122	PCJ017	22	51	45	0
4	2	0	4122	PCI016	12	26	56	0
1	6	0	3190	PCJ017	22	30	50	0
3	6	0	4122	PCI016	10	22	61	0
2	6	983	3190	PCJ017	22	29	47	0
4	6	383	3190	PCI016	10	20	59	0
1	3	983	3190	PCJ017	15	21	35	0
3	3	0	4122	PCI016	10	54	46	0
2	3	983	4122	PCJ017	15	36	31	0
4	3	0	4122	PCI016	10	54	50	0
1	2	0	3190	PCJ017	22	41	59	0
3	2	0	3190	PCI016	12	34	40	0
2	2	0	4122	PCJ017	22	39	60	0
4	2	0	3190	PCI016	12	37	40	0
1	2	0	4122	PCJ017	22	21	39	0
3	2	0	3190	PCI016	12	30	38	0
2	2	0	4122	PCJ017	22	25	37	0
4	2	0	3190	PCI016	12	35	38	0
1	6	983	4122	PCJ017	15	56	45	0
3	6	983	3190	PCI016	10	47	61	0
2	6	2398	3190	PCJ017	15	56	47	0
4	6	0	4122	PCI016	10	43	63	0
1	8	863	0	LNAKNANAA	10	85	85	0
3	8	863	0	LNAKNANAA	10	85	85	0
2	8	863	0	LNAKNANAA	10	85	85	0
4	8	863	0	LNAKNANAA	10	85	85	0
1	8	863	0	W0A000	0	0	0	0
3	8	863	0	W0A000	0	0	0	0
2	8	863	0	W0A000	0	0	0	0
4	8	863	0	W0A000	0	0	0	0
1	2	0	4122	PCJ017	22	47	39	0
3	2	0	3190	PCI016	12	48	49	0
2	2	0	1001	PCJ017	22	49	42	0
4	2	0	3190	PCI016	12	48	51	0
1	6	983	4122	PCJ017	22	28	44	0
3	6	0	3190	PCI016	12	30	50	0
2	6	2762	3190	PCJ017	22	33	43	0
4	6	0	3190	PCI016	12	30	48	0
1	6	983	3190	PCJ017	22	19	51	0
3	6	983	3190	PCI016	12	48	44	0
2	6	1781	3190	PCJ017	22	18	49	0
4	6	0	4122	PCI016	12	49	45	0
1	2	0	4122	PCJ017	24	49	57	0
3	2	0	3190	PCI016	13	30	44	0
2	2	0	3190	PCJ017	24	48	58	0
4	2	0	4122	PCI016	13	32	44	0
1	2	0	3190	PCJ017	24	39	48	0
3	2	0	4122	PCI016	12	39	35	0
2	2	0	4122	PCJ017	24	41	48	0
4	2	0	3190	PCI016	12	44	37	0
1	3	0	4122	PCJ017	24	46	56	0
3	3	983	3190	PCI016	13	40	52	0
2	3	0	4122	PCJ017	24	43	57	0
4	3	0	4122	PCI016	13	38	53	0
1	3	0	1386	PCJ017	24	48	42	0
3	3	983	3190	PCI016	13	43	46	0
2	3	0	4122	PCJ017	24	50	45	0
4	3	0	3190	PCI016	13	43	48	0
1	2	0	3190	PCJ017	22	48	57	0
3	2	0	3190	PCI016	12	21	48	0
2	2	0	1386	PCJ017	22	45	59	0
4	2	0	4122	PCI016	12	22	46	0
1	6	0	3190	PCJ017	22	48	55	0
3	6	1781	3190	PCI016	12	28	41	0
2	6	0	4122	PCJ017	22	47	57	0
4	6	0	3190	PCI016	12	32	40	0
1	6	1845	4122	PCJ017	22	46	36	0
3	6	0	3190	PCI016	12	38	61	0
2	6	0	4122	PCJ017	22	49	37	0
4	6	0	4122	PCI016	12	34	62	0
1	2	0	4122	PCJ017	22	20	44	0
3	2	0	3190	PCI016	12	48	52	0
2	2	0	4122	PCJ017	22	21	42	0
4	2	0	3190	PCI016	12	47	54	0
1	3	0	4122	PCJ017	22	37	61	0
3	3	0	3190	PCI016	12	40	41	0
2	3	0	4122	PCJ017	22	35	61	0
4	3	983	3190	PCI016	12	42	41	0
1	3	983	1001	PCJ017	22	28	59	0
3	3	0	3190	PCI016	12	42	40	0
2	3	0	4122	PCJ017	22	26	58	0
4	3	0	3190	PCI016	12	45	41	0
1	2	0	4122	PCJ017	15	56	51	0
3	2	0	4122	PCI016	10	40	63	0
2	2	0	3190	PCJ017	15	55	54	0
4	2	0	4122	PCI016	10	33	64	0
1	8	863	0	W0A000	0	0	0	0
3	8	863	0	W0A000	0	0	0	0
2	8	863	0	W0A000	0	0	0	0
4	8	863	0	W0A000	0	0	0	0
1	3	983	4122	PCJ017	22	30	37	0
3	3	0	4122	PCI016	12	38	40	0
2	3	0	3190	PCJ017	22	34	37	0
4	3	0	3190	PCI016	12	41	41	0
1	2	0	3190	PCJ017	22	39	61	0
3	2	0	4122	PCI016	12	31	58	0
2	2	0	4122	PCJ017	22	37	62	0
4	2	0	4122	PCI016	12	29	57	0
1	3	983	3190	PCJ017	22	25	45	0
3	3	983	4122	PCI016	12	30	46	0
2	3	983	4122	PCJ017	22	26	44	0
4	3	983	3190	PCI016	12	36	46	0
1	6	983	3190	PCJ017	22	24	49	0
3	6	0	3190	PCI016	12	28	48	0
2	6	983	4122	PCJ017	22	24	47	0
4	6	2669	3190	PCI016	12	29	46	0
1	7	801	0	PCJ017	24	45	58	0
3	7	0	0	PCI016	13	34	44	0
2	7	0	0	PCJ017	24	41	60	0
4	7	0	0	PCI016	13	36	44	0
1	6	1278	4122	PCJ017	24	41	47	0
3	6	1278	3091	PCI016	12	47	38	0
2	6	1278	4122	PCJ017	24	39	47	0
4	6	1278	4122	PCI016	12	49	40	0
1	3	0	1003	PCJ017	24	28	38	0
3	3	0	3190	PCI016	13	35	44	0
2	3	983	4122	PCJ017	24	39	37	0
4	3	0	4122	PCI016	13	37	44	0
1	2	0	1386	PCJ017	24	23	57	0
3	2	0	3190	PCI016	13	26	50	0
2	2	0	4122	PCJ017	24	21	55	0
4	2	0	3190	PCI016	13	26	48	0
1	3	0	4122	PCJ017	22	42	60	0
3	3	983	3190	PCI016	12	22	43	0
2	3	0	1001	PCJ017	22	40	60	0
4	3	0	4122	PCI016	12	26	41	0
1	2	0	4122	PCJ017	22	22	57	0
3	2	0	4122	PCI016	12	47	43	0
2	2	0	3190	PCJ017	22	20	51	0
4	2	0	4122	PCI016	12	48	45	0
1	6	0	4122	PCJ017	22	32	62	0
3	6	3013	4122	PCI016	12	40	38	0
2	6	0	4122	PCJ017	22	30	62	0
4	6	0	3190	PCI016	12	43	38	0
1	6	0	3190	PCJ017	22	22	40	0
3	6	0	3190	PCI016	12	45	56	0
2	6	983	4122	PCJ017	22	24	39	0
4	6	2762	4122	PCI016	12	43	57	0
1	6	0	3190	PCJ017	22	45	47	0
3	6	0	3190	PCI016	12	33	51	0
2	6	4001	4122	PCJ017	22	45	50	0
4	6	0	4122	PCI016	12	31	51	0
1	6	0	3190	PCJ014	9	32	54	0
3	6	2398	3190	PCI016	5	27	54	0
2	6	0	3091	PCJ014	9	31	54	0
4	6	0	3190	PCI016	5	25	53	0
1	3	983	4122	PCJ017	22	40	49	0
3	3	0	3190	PCI016	10	52	57	0
2	3	983	4122	PCJ017	22	39	49	0
4	3	0	4122	PCI016	10	44	63	0
1	8	863	0	W0A000	0	0	0	0
3	8	863	0	W0A000	0	0	0	0
2	8	863	0	W0A000	0	0	0	0
4	8	863	0	W0A000	0	0	0	0
1	8	863	0	W0A000	0	0	0	0
3	8	863	0	W0A000	0	0	0	0
2	8	863	0	W0A000	0	0	0	0
4	8	863	0	W0A000	0	0	0	0
1	6	0	4122	PCJ017	22	26	55	0
3	6	0	4122	PCI016	12	37	56	0
2	6	1780	4122	PCJ017	22	24	55	0
4	6	0	3190	PCI016	12	35	56	0
1	8	863	0	LNAKNANAA	10	85	85	0
3	8	863	0	LNAKNANAE	10	85	85	0
2	8	863	0	LNAKNANAA	10	85	85	0
4	8	863	0	LNAKNANAE	10	85	85	0
1	6	870	3190	PCJ017	24	35	46	0
3	6	870	4122	PCI016	12	31	63	0
2	6	0	1870	PCJ017	24	37	46	0
4	6	870	4122	PCI016	12	29	62	0
1	8	863	0	W0A000	0	0	0	0
3	8	863	0	PCI016	12	43	39	0
2	8	863	0	W0A000	0	0	0	0
4	8	863	0	PCI016	12	45	40	0
1	6	0	3190	PCJ017	24	53	40	0
3	6	3013	4122	PCI016	13	38	59	0
2	6	0	3190	PCJ017	24	56	45	0
4	6	0	4122	PCI016	13	36	60	0
1	6	770	3190	PCJ017	24	46	33	0
3	6	0	3190	PCI016	13	49	45	0
2	6	0	4122	PCJ017	24	52	37	0
4	6	0	4122	PCI016	13	49	47	0
1	3	0	3091	PCJ017	24	46	40	0
3	3	0	3190	PCI016	13	35	46	0
2	3	0	4122	PCJ017	24	48	41	0
4	3	983	4122	PCI016	13	39	46	0
1	3	0	4122	PCJ017	22	17	48	0
3	3	0	3190	PCI016	12	21	43	0
2	3	983	4122	PCJ017	22	18	46	0
4	3	0	4122	PCI016	12	22	41	0
1	6	2682	3190	PCJ017	22	33	39	0
3	6	0	4122	PCI016	12	36	56	0
2	6	0	4122	PCJ017	22	35	39	0
4	6	0	4122	PCI016	12	34	56	0
1	2	0	1387	PCJ017	24	45	39	0
3	2	0	4122	PCI016	13	39	44	0
2	2	0	4122	PCJ017	24	47	40	0
4	2	0	4122	PCI016	13	41	45	0
1	3	0	3190	PCJ017	24	39	40	0
3	3	0	3190	PCI016	12	32	33	0
2	3	983	4122	PCJ017	24	46	43	0
4	3	0	3190	PCI016	12	37	33	0
1	8	863	0	W0A000	0	0	0	0
3	8	863	0	PCI016	5	31	53	0
2	8	863	0	PCJ014	9	25	49	0
4	8	863	0	PCI016	5	28	53	0
1	6	0	1387	PCJ014	9	28	43	0
3	6	2398	3190	PCI016	5	35	42	0
2	6	0	3190	PCJ014	9	32	42	0
4	6	0	3190	PCI016	5	40	43	0
1	6	870	3190	PCJ017	22	30	49	0
3	6	3067	4122	PCI016	10	27	63	0
2	6	3067	4122	PCJ017	22	38	48	0
4	6	3067	4122	PCI016	10	25	62	0
1	8	0	0	W0A000	0	0	0	0
3	8	0	0	W0A000	0	0	0	0
2	8	0	0	W0A000	0	0	0	0
4	8	0	0	W0A000	0	0	0	0
1	8	863	0	W0A000	0	0	0	0
3	8	863	0	PCI016	12	49	39	0
2	8	863	0	W0A000	0	0	0	0
4	8	863	0	PCI016	12	50	41	0
1	6	3067	4122	PCJ017	22	22	50	0
3	6	3067	4122	PCI016	12	33	55	0
2	6	3067	4122	PCJ017	22	22	48	0
4	6	3067	3190	PCI016	12	31	55	0
1	2	0	4122	PCJ017	22	43	42	0
3	2	0	3190	PCI016	12	29	45	0
2	2	0	4122	PCJ017	22	45	43	0
4	2	0	4122	PCI016	12	34	45	0
1	3	983	4122	PCJ017	24	36	45	0
3	3	0	3190	PCI016	12	26	60	0
2	3	983	4122	PCJ017	24	32	45	0
4	3	0	4122	PCI016	12	24	60	0
1	8	863	0	W0A000	0	0	0	0
3	8	863	0	W0A000	0	0	0	0
2	8	863	0	PCJ017	22	31	61	0
4	8	863	0	PCI016	12	27	56	0
1	8	863	0	W0A000	0	0	0	0
3	8	863	0	PCI016	13	29	50	0
2	8	863	0	W0A000	0	0	0	0
4	8	863	0	PCI016	13	28	49	0
1	3	983	4122	PCJ017	24	53	38	0
3	3	0	4122	PCI016	13	49	49	0
2	3	0	3190	PCJ017	24	54	40	0
4	3	0	3190	PCI016	13	49	51	0
1	3	0	4122	PCJ017	24	50	56	0
3	3	0	4122	PCI016	13	45	46	0
2	3	983	4122	PCJ017	24	49	58	0
4	3	0	4122	PCI016	13	45	47	0
1	6	0	4122	PCJ017	22	18	44	0
3	6	0	4122	PCI016	12	24	40	0
2	6	983	3190	PCJ017	22	19	42	0
4	6	1780	4122	PCI016	12	27	39	0
1	3	983	3190	PCJ017	22	29	56	0
3	3	0	4122	PCI016	12	44	46	0
2	3	0	4122	PCJ017	22	25	55	0
4	3	983	4122	PCI016	12	44	48	0
1	3	0	3190	PCJ017	24	35	54	0
3	3	0	4122	PCI016	12	39	63	0
2	3	983	1001	PCJ017	24	33	50	0
4	3	0	4122	PCI016	12	32	63	0
1	2	0	3021	PCJ017	24	47	41	0
3	2	0	4122	PCI016	13	31	49	0
2	2	0	4122	PCJ017	24	48	43	0
4	2	0	3190	PCI016	13	33	49	0
1	6	0	4122	PCJ014	9	24	49	0
3	6	0	4122	PCI016	5	27	43	0
2	6	0	4122	PCJ014	9	24	47	0
4	6	2669	3190	PCI016	5	29	42	0
1	3	983	4122	PCJ014	9	46	46	0
3	3	0	4122	PCI016	5	39	56	0
2	3	0	3190	PCJ014	9	45	54	0
4	3	0	3190	PCI016	5	37	57	0
1	3	983	4122	PCJ014	9	39	40	0
3	3	0	3190	PCI016	5	43	56	0
2	3	0	4122	PCJ014	9	41	41	0
4	3	0	3190	PCI016	5	40	56	0
1	6	0	4122	PCJ017	24	28	53	0
3	6	0	3190	PCI016	12	54	47	0
2	6	0	4122	PCJ017	24	26	53	0
4	6	1780	4122	PCI016	12	54	49	0
1	2	0	3190	PCJ017	22	53	55	0
3	2	0	4122	PCI016	12	40	61	0
2	2	0	3001	PCJ017	22	32	64	0
4	2	0	4122	PCI016	12	38	62	0
1	8	863	0	W0A000	0	0	0	0
3	8	863	0	W0A000	0	0	0	0
2	8	863	0	W0A000	0	0	0	0
4	8	863	0	W0A000	0	0	0	0
1	2	0	4122	PCJ017	22	45	44	0
3	2	0	3190	PCI016	12	37	45	0
2	2	0	3190	PCJ017	22	46	46	0
4	2	0	3190	PCI016	12	40	46	0
1	3	983	3190	PCJ017	24	28	47	0
3	3	0	4122	PCI016	12	43	62	0
2	3	983	4122	PCJ017	24	29	46	0
4	3	0	4122	PCI016	12	40	62	0
1	2	0	4122	PCJ017	22	34	35	0
3	2	0	4122	PCI016	12	33	60	0
2	2	0	4122	PCJ017	22	36	35	0
4	2	0	3190	PCI016	12	31	60	0
1	3	0	4122	PCJ017	22	37	45	0
3	3	0	4122	PCI016	10	47	34	0
2	3	983	4122	PCJ017	22	39	45	0
4	3	0	4122	PCI016	10	54	42	0
1	2	0	4122	PCJ017	22	41	46	0
3	2	0	4122	PCI016	10	55	53	0
2	2	0	3190	PCJ017	22	42	47	0
4	2	0	4122	PCI016	10	25	63	0
1	6	983	3190	PCJ014	8	37	47	0
3	6	0	3190	PCI016	13	42	39	0
2	6	1501	3190	PCJ014	8	39	47	0
4	6	0	4122	PCI016	13	44	40	0
1	2	0	4122	PCJ017	22	17	49	0
3	2	0	4122	PCI016	12	50	50	0
2	2	0	4122	PCJ017	22	17	47	0
4	2	0	4122	PCI016	12	50	52	0
1	3	983	4122	PCJ017	22	20	50	0
3	3	0	3190	PCI016	12	44	55	0
2	3	983	4122	PCJ017	22	20	48	0
4	3	0	4122	PCI016	12	43	56	0
1	3	0	4122	PCJ017	24	35	45	0
3	3	0	4122	PCI016	12	42	61	0
2	3	983	4122	PCJ017	24	31	45	0
4	3	0	4122	PCI016	12	41	61	0
1	6	0	4122	PCJ017	22	49	56	0
3	6	2669	3190	PCI016	12	39	58	0
2	6	0	4122	PCJ017	22	46	58	0
4	6	0	4122	PCI016	12	37	59	0
1	6	0	1387	PCJ014	9	41	43	0
3	6	0	3190	PCI016	5	45	46	0
2	6	0	4122	PCJ014	9	43	43	0
4	6	2682	3190	PCI016	5	45	48	0
1	2	0	4122	PCJ014	9	39	41	0
3	2	0	3190	PCI016	5	46	52	0
2	2	0	4122	PCJ014	9	41	42	0
4	2	0	3190	PCI016	5	45	54	0
1	8	863	0	W0A000	0	0	0	0
3	8	863	0	PCI016	5	37	58	0
2	8	863	0	PCJ014	9	45	42	0
4	8	863	0	PCI016	5	35	58	0
1	2	0	3190	PCJ017	24	24	53	0
3	2	0	3190	PCI016	12	53	53	0
2	2	0	4122	PCJ017	24	23	50	0
4	2	0	4122	PCI016	12	52	55	0
1	6	0	4122	PCJ017	22	34	64	0
3	6	0	3190	PCI016	12	35	63	0
2	6	2682	4122	PCJ017	22	31	64	0
4	6	0	4122	PCI016	12	32	62	0
1	3	983	4122	PCJ017	22	34	40	0
3	3	983	3190	PCI016	12	26	46	0
2	3	0	3190	PCJ017	22	39	40	0
4	3	983	3190	PCI016	12	27	44	0
1	3	0	3190	PCJ017	22	23	45	0
3	3	0	3190	PCI016	12	42	53	0
2	3	983	4122	PCJ017	22	24	42	0
4	3	0	3190	PCI016	12	40	53	0
1	6	3166	4122	PCJ017	22	21	34	0
3	6	0	3190	PCI016	12	18	54	0
2	6	3166	3066	PCJ017	22	52	37	0
4	6	0	3190	PCI016	12	18	52	0
1	2	0	4122	PCJ017	22	38	34	0
3	2	0	3190	PCI016	12	21	55	0
2	2	0	4122	PCJ017	22	42	35	0
4	2	0	3190	PCI016	12	20	53	0
1	3	0	4122	PCJ017	22	43	52	0
3	3	0	3190	PCI016	12	34	49	0
2	3	983	4122	PCJ017	22	41	52	0
4	3	0	3190	PCI016	12	35	49	0
1	3	983	3190	PCJ017	22	39	52	0
3	3	0	3190	PCI016	10	16	55	0
2	3	0	4122	PCJ017	22	37	53	0
4	3	0	3190	PCI016	10	15	51	0
1	6	0	3190	PCJ017	24	55	51	0
3	6	0	3190	PCI016	13	44	41	0
2	6	0	4122	PCJ017	24	53	55	0
4	6	2669	3190	PCI016	13	46	42	0
1	2	0	4122	PCJ017	22	29	36	0
3	2	0	3190	PCI016	12	41	58	0
2	2	0	3190	PCJ017	22	34	36	0
4	2	0	3190	PCI016	12	39	59	0
1	2	0	3190	PCJ017	22	44	55	0
3	2	0	3190	PCI016	12	28	45	0
2	2	0	4122	PCJ017	22	42	56	0
4	2	0	4122	PCI016	12	30	44	0
1	3	983	4122	PCJ017	24	51	46	0
3	3	983	3190	PCI016	13	29	45	0
2	3	0	3011	PCJ017	24	51	48	0
4	3	0	4122	PCI016	13	31	45	0
1	6	0	4122	PCJ017	24	28	55	0
3	6	0	4122	PCI016	12	26	34	0
2	6	0	4122	PCJ017	24	23	55	0
4	6	1364	3190	PCI016	12	28	33	0
1	6	983	4122	PCJ014	9	32	52	0
3	6	2646	3190	PCI016	5	40	53	0
2	6	0	4122	PCJ014	9	27	51	0
4	6	2398	3190	PCI016	5	38	54	0
1	3	0	4122	PCJ014	9	45	48	0
3	3	0	3190	PCI016	5	45	50	0
2	3	983	4122	PCJ014	9	45	51	0
4	3	0	3190	PCI016	5	45	52	0
1	3	983	4122	PCJ014	9	34	42	0
3	3	0	3190	PCI016	5	42	43	0
2	3	0	3190	PCJ014	9	37	42	0
4	3	0	3190	PCI016	5	44	44	0
1	3	0	4122	PCJ017	24	28	44	0
3	3	0	3190	PCI016	12	53	45	0
2	3	983	4122	PCJ017	24	35	43	0
4	3	0	3190	PCI016	12	53	47	0
1	2	0	4122	PCJ017	22	25	35	0
3	2	0	3190	PCI016	12	19	43	0
2	2	0	4122	PCJ017	22	33	33	0
4	2	0	3190	PCI016	12	20	41	0
1	2	0	3190	PCJ017	22	17	44	0
3	2	0	3190	PCI016	12	42	38	0
2	2	0	4122	PCJ017	22	18	42	0
4	2	0	4122	PCI016	12	44	39	0
1	3	0	3190	PCJ017	22	28	43	0
3	3	983	4122	PCI016	12	39	46	0
2	3	983	4122	PCJ017	22	30	42	0
4	3	0	3190	PCI016	12	41	47	0
1	6	983	3190	PCJ017	22	18	50	0
3	6	0	3190	PCI016	12	21	49	0
2	6	1780	4122	PCJ017	22	18	47	0
4	6	0	4122	PCI016	12	21	47	0
1	3	983	4122	PCJ017	22	32	61	0
3	3	0	3190	PCI016	12	38	38	0
2	3	0	1001	PCJ017	22	30	61	0
4	3	0	3190	PCI016	12	42	39	0
1	3	983	4122	PCJ017	22	36	53	0
3	3	0	3190	PCI016	10	15	44	0
2	3	0	4122	PCJ017	22	29	50	0
4	3	0	3190	PCI016	10	17	40	0
1	3	0	4122	PCJ017	22	42	49	0
3	3	0	3190	PCI016	10	18	59	0
2	3	0	3190	PCJ017	22	41	51	0
4	3	983	3190	PCI016	10	17	57	0
1	6	870	3190	PCJ014	8	35	47	0
3	6	0	3190	PCI016	13	38	38	0
2	6	983	3190	PCJ014	8	36	47	0
4	6	0	3190	PCI016	13	40	39	0
1	6	0	4122	PCJ017	22	15	41	0
3	6	0	4122	PCI016	12	26	37	0
2	6	2398	4122	PCJ017	22	21	35	0
4	6	983	3190	PCI016	12	28	36	0
1	6	0	4122	PCJ017	22	40	56	0
3	6	1364	4122	PCI016	12	32	44	0
2	6	2398	3190	PCJ017	22	38	57	0
4	6	0	3190	PCI016	12	34	44	0
1	6	2669	4122	PCJ017	24	40	39	0
3	6	0	3190	PCI016	13	36	48	0
2	6	0	3190	PCJ017	24	42	39	0
4	6	0	4122	PCI016	13	39	48	0
1	3	0	4122	PCJ017	24	22	52	0
3	3	0	3190	PCI016	12	32	32	0
2	3	0	4122	PCJ017	24	22	44	0
4	3	983	3190	PCI016	12	34	32	0
1	6	0	4122	PCJ017	22	30	54	0
3	6	2398	3190	PCI016	12	39	47	0
2	6	983	3190	PCJ017	22	28	53	0
4	6	0	3190	PCI016	12	40	49	0
1	6	0	3190	PCJ014	9	25	45	0
3	6	0	3190	PCI016	5	31	42	0
2	6	983	4122	PCJ014	9	26	44	0
4	6	2669	3190	PCI016	5	33	42	0
1	6	0	4122	PCJ014	9	30	54	0
3	6	0	4122	PCI016	5	25	52	0
2	6	1013	3190	PCJ014	9	28	54	0
4	6	0	3190	PCI016	5	24	50	0
1	3	983	4122	PCJ017	24	44	50	0
3	3	0	3190	PCI016	12	50	57	0
2	3	0	3190	PCJ017	24	43	51	0
4	3	0	3091	PCI016	12	47	60	0
1	3	0	4122	PCJ017	22	29	64	0
3	3	0	4122	PCI016	12	40	36	0
2	3	0	4122	PCJ017	22	26	63	0
4	3	983	3190	PCI016	12	46	38	0
1	6	0	3190	PCJ017	22	20	39	0
3	6	0	4122	PCI016	12	46	40	0
2	6	0	4122	PCJ017	22	26	36	0
4	6	1782	4122	PCI016	12	48	41	0
1	6	1781	4122	PCJ017	22	45	52	0
3	6	0	3190	PCI016	12	29	49	0
2	6	983	4122	PCJ017	22	42	54	0
4	6	983	4122	PCI016	12	29	47	0
1	3	0	4122	PCJ017	22	19	44	0
3	3	0	3190	PCI016	12	22	45	0
2	3	0	3190	PCJ017	22	20	42	0
4	3	983	3190	PCI016	12	22	44	0
