DO	HB	NB	V43	run	wf	x	y	test
4	6	0	4122	PCI016	7	39	31	1
1	2	0	3190	PCJ014	6	32	66	1
3	2	0	4122	PCI016	9	31	50	1
2	2	0	3190	PCJ014	6	21	34	1
4	2	0	4122	PCI016	9	30	49	1
1	6	0	4122	PCJ014	7	40	33	1
3	6	3013	4122	PCI016	9	15	50	1
2	6	3013	3190	PCJ014	7	42	33	1
4	6	0	4122	PCI016	9	15	47	1
1	3	983	4122	PCJ014	7	36	42	1
3	3	0	3190	PCI016	9	46	48	1
2	3	0	3190	PCJ014	7	40	43	1
4	3	0	4122	PCI016	9	46	50	1
1	3	983	3190	PCJ014	7	31	47	1
3	3	983	3190	PCI016	9	37	45	1
2	3	983	3190	PCJ014	7	33	47	1
4	3	983	4122	PCI016	9	39	45	1
1	6	983	3091	PCJ017	24	33	47	1
3	6	0	3190	PCI016	12	50	58	1
2	6	2682	3190	PCJ017	24	31	47	1
4	6	0	4122	PCI016	12	46	60	1
1	2	0	4122	PCJ014	6	37	61	1
3	2	0	4122	PCI016	7	42	58	1
2	2	0	1386	PCJ014	6	35	61	1
4	2	0	3190	PCI016	7	40	58	1
1	6	983	4122	PCJ017	22	24	46	1
3	6	1322	3190	PCI016	12	28	52	1
2	6	983	4122	PCJ017	22	24	43	1
4	6	0	3190	PCI016	12	26	50	1
1	6	983	3190	PCJ014	7	40	44	1
3	6	0	3190	PCI016	9	45	46	1
2	6	2398	3190	PCJ014	7	42	44	1
4	6	0	3190	PCI016	9	45	48	1
1	2	0	4122	PCJ017	22	40	39	1
3	2	0	3190	PCI016	12	23	49	1
2	2	0	4406	PCJ017	22	46	41	1
4	2	0	3190	PCI016	12	23	47	1
1	6	0	4122	PCJ014	7	34	33	1
3	6	870	3190	PCI016	9	34	63	1
2	6	0	3190	PCJ014	7	36	33	1
4	6	0	3190	PCI016	9	26	61	1
1	6	0	4122	PCJ017	22	45	37	1
3	6	0	4122	PCI016	12	24	57	1
2	6	0	3091	PCJ017	22	48	39	1
4	6	1845	3190	PCI016	12	22	56	1
1	6	0	1386	PCJ017	24	31	46	1
3	6	1364	1364	PCI016	12	38	63	1
2	6	983	4122	PCJ017	24	33	46	1
4	6	0	4122	PCI016	12	33	63	1
1	3	983	4122	PCJ014	6	29	41	1
3	3	0	3190	PCI016	7	22	50	1
2	3	983	4122	PCJ014	6	31	41	1
4	3	0	3190	PCI016	7	22	48	1
1	6	0	1001	PCJ014	6	34	37	1
3	6	0	3190	PCI016	7	28	37	1
2	6	983	1386	PCJ014	6	36	37	1
4	6	2398	4122	PCI016	7	31	36	1
1	7	0	0	PCJ014	9	33	66	1
3	7	801	0	PCI016	10	34	59	1
2	7	0	0	PCJ014	9	31	66	1
4	7	0	0	PCI016	10	32	58	1
1	6	0	4122	PCJ014	9	49	44	1
3	6	3013	4122	PCI016	8	16	51	1
2	6	0	4122	PCJ014	9	50	48	1
4	6	0	4122	PCI016	8	15	49	1
1	6	2398	4122	PCJ014	7	22	58	1
3	6	0	3190	PCI016	9	20	56	1
2	6	0	3190	PCJ014	7	19	53	1
4	6	0	3190	PCI016	9	19	54	1
1	6	3166	4122	PCJ014	7	51	48	1
3	6	0	3190	PCI016	9	49	41	1
2	6	3166	3011	PCJ014	7	51	50	1
4	6	0	4122	PCI016	9	50	43	1
1	6	0	3190	PCJ014	7	19	46	1
3	6	0	3190	PCI016	9	19	46	1
2	6	3166	4122	PCJ014	7	19	44	1
4	6	0	4122	PCI016	9	19	44	1
1	6	0	3190	PCJ017	22	46	59	1
3	6	0	3190	PCI016	12	26	40	1
2	6	2398	1387	PCJ017	22	44	60	1
4	6	983	3190	PCI016	12	28	39	1
1	3	0	4122	PCJ017	22	25	59	1
3	3	0	4122	PCI016	12	22	53	1
2	3	983	3190	PCJ017	22	22	58	1
4	3	0	4122	PCI016	12	22	51	1
1	6	0	4122	PCJ017	22	15	49	1
3	6	1845	3190	PCI016	12	20	55	1
2	6	0	4122	PCJ017	22	15	47	1
4	6	0	3190	PCI016	12	19	53	1
1	2	0	3190	PCJ014	6	44	60	1
3	2	0	4122	PCI016	7	42	60	1
2	2	0	1001	PCJ014	6	41	61	1
4	2	0	4122	PCI016	7	40	60	1
1	6	2682	4122	PCJ017	22	52	44	1
3	6	983	3190	PCI016	12	20	45	1
2	6	0	4122	PCJ017	22	53	46	1
4	6	983	4122	PCI016	12	20	43	1
1	6	3166	3190	PCJ014	7	54	41	1
3	6	0	1386	PCI016	9	40	63	1
2	6	3166	3190	PCJ014	7	55	43	1
4	6	0	3001	PCI016	9	38	64	1
1	3	0	1387	PCJ014	6	42	37	1
3	3	983	3190	PCI016	7	44	37	1
2	3	0	1386	PCJ014	6	44	38	1
4	3	0	3190	PCI016	7	46	38	1
1	6	983	4122	PCJ017	15	32	50	1
3	6	0	3190	PCI016	10	24	56	1
2	6	1780	3190	PCJ017	15	29	47	1
4	6	0	3190	PCI016	10	22	54	1
1	6	0	3190	PCJ014	7	25	47	1
3	6	0	3190	PCI016	9	28	43	1
2	6	2398	3190	PCJ014	7	26	45	1
4	6	0	3190	PCI016	9	31	42	1
1	6	0	4122	PCJ014	7	19	60	1
3	6	0	3190	PCI016	9	49	36	1
2	6	0	3190	PCJ014	7	16	56	1
4	6	3013	4122	PCI016	9	54	43	1
1	6	0	4122	PCJ014	7	49	43	1
3	6	0	3190	PCI016	9	38	37	1
2	6	3166	3066	PCJ014	7	50	45	1
4	6	2669	3190	PCI016	9	42	38	1
1	6	0	4122	PCJ014	9	38	46	1
3	6	2669	3190	PCI016	5	31	50	1
2	6	983	1386	PCJ014	9	40	47	1
4	6	0	3190	PCI016	5	28	50	1
1	6	3013	4122	PCJ014	6	23	54	1
3	6	0	3190	PCI016	7	38	57	1
2	6	0	3190	PCJ014	6	23	52	1
4	6	0	3190	PCI016	7	36	58	1
1	6	3166	3190	PCJ014	7	49	52	1
3	6	0	3190	PCI016	9	41	39	1
2	6	983	4122	PCJ014	7	47	56	1
4	6	0	4122	PCI016	9	43	39	1
1	2	0	4566	PCJ014	6	34	64	1
3	2	0	3190	PCI016	7	21	60	1
2	2	0	4122	PCJ014	6	29	62	1
4	2	0	3190	PCI016	7	17	55	1
1	6	983	4122	PCJ014	7	42	53	1
3	6	0	4122	PCI016	9	37	53	1
2	6	2669	3190	PCJ014	7	40	53	1
4	6	0	4122	PCI016	9	35	54	1
1	6	983	4122	PCJ017	15	31	50	1
3	6	2682	3190	PCI016	10	32	39	1
2	6	983	3011	PCJ017	15	31	47	1
4	6	0	3190	PCI016	10	34	39	1
1	6	0	4122	PCJ014	9	18	52	1
3	6	0	3190	PCI016	10	40	51	1
2	6	1845	4122	PCJ014	9	17	50	1
4	6	0	3190	PCI016	10	37	53	1
1	6	2398	3190	PCJ014	7	43	59	1
3	6	0	4122	PCI016	9	50	49	1
2	6	983	3190	PCJ014	7	37	61	1
4	6	0	1386	PCI016	9	50	51	1
1	6	0	4122	PCJ017	22	17	52	1
3	6	0	4122	PCI016	12	43	60	1
2	6	0	4122	PCJ017	22	16	47	1
4	6	2669	4669	PCI016	12	41	60	1
1	3	983	3190	PCJ017	22	19	51	1
3	3	983	3190	PCI016	12	48	44	1
2	3	0	4122	PCJ017	22	18	49	1
4	3	0	4122	PCI016	12	49	45	1
1	2	0	4122	PCJ017	22	50	53	1
3	2	0	3190	PCI016	12	22	52	1
2	2	0	4122	PCJ017	22	49	55	1
4	2	0	4122	PCI016	12	21	50	1
1	6	3166	3190	PCJ014	7	23	59	1
3	6	0	3190	PCI016	9	19	41	1
2	6	0	3190	PCJ014	7	21	58	1
4	6	0	4122	PCI016	9	22	38	1
1	6	0	4122	PCJ017	22	42	38	1
3	6	2398	3190	PCI016	12	28	56	1
2	6	0	4122	PCJ017	22	46	40	1
4	6	0	4122	PCI016	12	26	55	1
1	6	983	3190	PCJ017	15	13	46	1
3	6	3013	4122	PCI016	10	16	54	1
2	6	0	4122	PCJ017	15	15	40	1
4	6	0	4122	PCI016	10	16	52	1
1	6	0	4122	PCJ017	15	23	57	1
3	6	1780	3190	PCI016	10	20	54	1
2	6	0	4122	PCJ017	15	21	55	1
4	6	0	3190	PCI016	10	20	51	1
1	6	0	4122	PCJ014	6	17	49	1
3	6	0	3190	PCI016	7	18	42	1
2	6	983	3190	PCJ014	6	17	47	1
4	6	1780	3190	PCI016	7	20	39	1
1	6	3166	3190	PCJ014	7	21	36	1
3	6	0	4122	PCI016	9	39	62	1
2	6	0	3190	PCJ014	7	23	35	1
4	6	0	3190	PCI016	9	36	64	1
1	6	2398	3190	PCJ014	7	47	37	1
3	6	0	3190	PCI016	9	40	60	1
2	6	3166	1001	PCJ014	7	50	40	1
4	6	0	1386	PCI016	9	38	61	1
1	3	983	3190	PCJ014	7	28	56	1
3	3	0	3190	PCI016	9	43	40	1
2	3	0	3190	PCJ014	7	26	55	1
4	3	0	4122	PCI016	9	45	41	1
1	3	983	4122	PCJ017	24	34	56	1
3	3	0	3190	PCI016	13	29	47	1
2	3	0	3190	PCJ017	24	30	56	1
4	3	0	4122	PCI016	13	31	47	1
1	6	983	3190	PCJ017	24	35	47	1
3	6	0	3190	PCI016	12	50	42	1
2	6	983	4122	PCJ017	24	34	47	1
4	6	2669	3190	PCI016	12	52	45	1
1	6	0	3190	PCJ014	7	39	37	1
3	6	0	4122	PCI016	9	27	38	1
2	6	3166	3190	PCJ014	7	41	38	1
4	6	0	4122	PCI016	9	29	37	1
1	2	0	3190	PCJ017	22	38	33	1
3	2	0	4122	PCI016	12	42	60	1
2	2	0	3190	PCJ017	22	44	35	1
4	2	0	3190	PCI016	12	40	60	1
1	2	0	3190	PCJ014	7	36	54	1
3	2	0	4122	PCI016	9	34	53	1
2	2	0	3190	PCJ014	7	33	52	1
4	2	0	1386	PCI016	9	32	53	1
1	6	3013	4122	PCJ014	6	48	43	1
3	6	0	3190	PCI016	7	38	37	1
2	6	0	1387	PCJ014	6	49	45	1
4	6	0	3190	PCI016	7	40	38	1
1	3	0	3190	PCJ017	15	53	41	1
3	3	0	4122	PCI016	10	48	38	1
2	3	0	4122	PCJ017	15	54	43	1
4	3	983	4122	PCI016	10	50	39	1
1	6	0	4122	PCJ017	15	44	36	1
3	6	3013	3190	PCI016	10	42	61	1
2	6	0	4122	PCJ017	15	46	37	1
4	6	2398	3190	PCI016	10	40	61	1
1	3	0	4122	PCJ014	9	47	36	1
3	3	983	3190	PCI016	10	45	48	1
2	3	0	4122	PCJ014	9	49	37	1
4	3	0	3190	PCI016	10	45	50	1
1	6	0	3190	PCJ017	15	48	59	1
3	6	1636	3190	PCI016	10	18	48	1
2	6	0	4122	PCJ017	15	46	60	1
4	6	3013	3190	PCI016	10	18	47	1
1	6	3166	4122	PCJ014	7	52	44	1
3	6	0	1387	PCI016	9	36	62	1
2	6	0	4122	PCJ014	7	53	46	1
4	6	0	4122	PCI016	9	32	62	1
1	2	0	3190	PCJ017	24	55	42	1
3	2	0	4122	PCI016	13	48	53	1
2	2	0	1386	PCJ017	24	33	63	1
4	2	0	3001	PCI016	13	47	55	1
1	3	983	4122	PCJ017	22	16	40	1
3	3	0	4122	PCI016	12	22	58	1
2	3	0	4122	PCJ017	22	26	33	1
4	3	0	4122	PCI016	12	20	56	1
1	3	0	4122	PCJ017	22	38	39	1
3	3	0	3091	PCI016	12	32	55	1
2	3	983	4122	PCJ017	22	42	40	1
4	3	0	3190	PCI016	12	30	55	1
1	3	0	4122	PCJ017	22	42	37	1
3	3	0	4122	PCI016	12	32	59	1
2	3	983	4122	PCJ017	22	46	39	1
4	3	0	4122	PCI016	12	30	59	1
1	6	0	3190	PCJ017	24	29	44	1
3	6	0	3190	PCI016	12	25	60	1
2	6	2682	4122	PCJ017	24	34	44	1
4	6	0	4122	PCI016	12	23	59	1
1	6	2669	3190	PCJ017	22	15	48	1
3	6	0	4122	PCI016	12	51	47	1
2	6	0	4122	PCJ017	22	16	45	1
4	6	0	3190	PCI016	12	51	49	1
1	6	2682	3190	PCJ014	7	30	59	1
3	6	0	4122	PCI016	9	48	56	1
2	6	2398	3190	PCJ014	7	28	58	1
4	6	0	3190	PCI016	9	46	57	1
1	6	2762	3190	PCJ014	7	41	62	1
3	6	0	3190	PCI016	9	19	55	1
2	6	983	3190	PCJ014	7	38	63	1
4	6	0	4122	PCI016	9	18	53	1
1	6	0	3190	PCJ014	7	15	52	1
3	6	0	4122	PCI016	9	55	47	1
2	6	3166	4122	PCJ014	7	15	46	1
4	6	0	3190	PCI016	9	55	49	1
1	6	0	3190	PCJ017	24	28	62	1
3	6	0	4122	PCI016	13	47	52	1
2	6	1845	4122	PCJ017	24	25	61	1
4	6	0	4122	PCI016	13	46	53	1
1	6	0	3190	PCJ017	24	33	64	1
3	6	0	3091	PCI016	13	46	56	1
2	6	3166	3190	PCJ017	24	48	35	1
4	6	0	3190	PCI016	13	44	57	1
1	3	0	4122	PCJ017	24	45	58	1
3	3	0	4122	PCI016	13	34	44	1
2	3	983	4122	PCJ017	24	41	60	1
4	3	0	3190	PCI016	13	36	44	1
1	6	0	3190	PCJ014	6	24	57	1
3	6	0	3190	PCI016	7	24	58	1
2	6	0	1001	PCJ014	6	22	55	1
4	6	2398	3190	PCI016	7	21	56	1
1	6	2682	4122	PCJ017	15	51	49	1
3	6	0	4122	PCI016	10	38	61	1
2	6	983	4122	PCJ017	15	51	51	1
4	6	0	3190	PCI016	10	34	62	1
1	6	983	4122	PCJ014	7	35	59	1
3	6	0	3190	PCI016	9	40	40	1
2	6	2669	3190	PCJ014	7	33	57	1
4	6	0	3190	PCI016	9	42	40	1
1	6	2669	3190	PCJ014	7	31	57	1
3	6	0	3190	PCI016	9	44	41	1
2	6	2669	3190	PCJ014	7	29	56	1
4	6	0	4122	PCI016	9	46	42	1
1	3	983	3190	PCJ014	7	41	44	1
3	3	0	4122	PCI016	9	45	45	1
2	3	983	3190	PCJ014	7	43	44	1
4	3	0	4122	PCI016	9	45	47	1
1	6	0	3190	PCI016	4	24	37	1
3	6	0	3190	PCI016	14	33	35	1
2	6	3013	4122	PCI016	4	27	36	1
4	6	0	3190	PCI016	14	35	35	1
1	6	1770	3190	PCJ017	22	42	48	1
3	6	0	3190	PCI016	10	41	33	1
2	6	2682	3190	PCJ017	22	42	50	1
4	6	0	3190	PCI016	10	45	34	1
1	6	2669	3190	PCJ014	7	40	55	1
3	6	0	4122	PCI016	9	24	52	1
2	6	2669	3190	PCJ014	7	38	56	1
4	6	0	3190	PCI016	9	23	50	1
1	6	0	3190	PCJ014	7	34	35	1
3	6	0	4122	PCI016	9	48	39	1
2	6	0	3190	PCJ014	7	37	35	1
4	6	1278	3190	PCI016	9	50	41	1
1	2	0	4122	PCJ014	9	25	47	1
3	2	0	3190	PCI016	5	26	52	1
2	2	0	4122	PCJ014	9	28	44	1
4	2	0	3190	PCI016	5	25	50	1
1	6	2682	3190	PCJ014	7	24	51	1
3	6	0	3190	PCI016	9	39	40	1
2	6	2398	3190	PCJ014	7	23	49	1
4	6	0	4122	PCI016	9	41	41	1
1	3	983	1003	PCJ014	6	37	43	1
3	3	0	3190	PCI016	7	29	54	1
2	3	0	4122	PCJ014	6	43	44	1
4	3	0	3190	PCI016	7	27	54	1
1	2	0	4122	PCJ014	6	45	49	1
3	2	0	3190	PCI016	7	29	41	1
2	2	0	4122	PCJ014	6	45	51	1
4	2	0	4122	PCI016	7	31	41	1
1	6	0	3190	PCI016	11	19	46	1
3	6	2682	4122	PCI016	15	20	49	1
2	6	0	4122	PCI016	11	19	44	1
4	6	0	4122	PCI016	15	20	47	1
1	6	0	4122	PCJ011	15	40	61	1
3	6	383	3190	PCI016	23	23	45	1
2	6	0	4122	PCJ011	15	36	63	1
4	6	0	3190	PCI016	23	23	43	1
1	2	0	4122	PCI016	11	30	55	1
3	2	0	3190	PCI016	15	36	44	1
2	2	0	3190	PCI016	11	28	54	1
4	2	0	4122	PCI016	15	38	44	1
1	6	3013	4122	PCJ011	15	55	48	1
3	6	0	4122	PCI016	23	21	42	1
2	6	0	3190	PCJ011	15	54	53	1
4	6	0	4122	PCI016	23	24	39	1
1	6	0	4122	PCJ023	21	56	47	1
3	6	0	3190	PCI016	24	31	33	1
2	6	0	4122	PCJ023	21	56	48	1
4	6	3013	4122	PCI016	24	33	33	1
1	6	0	4122	PCI016	11	31	61	1
3	6	2682	4122	PCI016	15	39	60	1
2	6	0	4122	PCI016	11	29	60	1
4	6	0	3190	PCI016	15	37	61	1
1	6	870	4122	PCJ023	21	43	32	1
3	6	0	3190	PCI016	24	15	52	1
2	6	0	4122	PCJ023	21	44	33	1
4	6	0	4122	PCI016	24	15	47	1
1	6	0	3190	PCI016	11	42	48	1
3	6	0	4122	PCI016	15	38	52	1
2	6	1322	4122	PCI016	11	39	49	1
4	6	0	3190	PCI016	15	36	53	1
1	6	0	4122	PCI016	4	18	43	1
3	6	0	3190	PCI016	14	29	35	1
2	6	0	3190	PCI016	4	19	41	1
4	6	3013	4122	PCI016	14	31	35	1
1	6	3013	3190	PCI016	4	50	41	1
3	6	0	4122	PCI016	14	52	49	1
2	6	0	3190	PCI016	4	51	43	1
4	6	0	3190	PCI016	14	52	51	1
1	2	0	3190	PCJ014	7	49	40	1
3	2	0	4122	PCI016	9	52	52	1
2	2	0	3190	PCJ014	7	51	44	1
4	2	0	4122	PCI016	9	50	55	1
1	6	1782	4122	PCJ014	11	25	37	1
3	6	0	3190	PCI016	13	18	48	1
2	6	1782	4122	PCJ014	11	27	36	1
4	6	0	3190	PCI016	13	19	46	1
1	6	0	1386	PCJ014	9	43	54	1
3	6	1781	4122	PCI016	5	43	54	1
2	6	983	3190	PCJ014	9	40	54	1
4	6	0	4122	PCI016	5	41	54	1
1	6	2398	3190	PCJ014	7	36	36	1
3	6	0	3190	PCI016	9	32	36	1
2	6	983	4122	PCJ014	7	38	36	1
4	6	0	3190	PCI016	9	34	36	1
1	6	983	4122	PCJ014	6	28	47	1
3	6	983	4122	PCI016	7	42	45	1
2	6	870	3190	PCJ014	6	31	46	1
4	6	2682	4122	PCI016	7	43	46	1
1	6	0	3190	PCJ014	7	39	35	1
3	6	3013	3190	PCI016	9	51	43	1
2	6	0	3190	PCJ014	7	44	37	1
4	6	0	3190	PCI016	9	52	45	1
1	2	0	3190	PCI016	4	24	54	1
3	2	0	3190	PCI016	14	40	56	1
2	2	0	3190	PCI016	4	24	51	1
4	2	0	3190	PCI016	14	38	57	1
1	3	0	4122	PCJ011	24	35	51	1
3	3	0	4122	PCI016	23	50	57	1
2	3	983	4122	PCJ011	24	32	52	1
4	3	0	4122	PCI016	23	46	60	1
1	2	0	4122	PCJ011	15	15	46	1
3	2	0	3190	PCI016	23	25	39	1
2	2	0	4406	PCJ011	15	16	42	1
4	2	0	3190	PCI016	23	26	39	1
1	3	0	4122	PCJ023	21	41	36	1
3	3	983	4122	PCI016	24	18	48	1
2	3	0	3190	PCJ023	21	45	37	1
4	3	0	3190	PCI016	24	20	46	1
1	6	0	4122	PCJ011	15	23	48	1
3	6	0	4122	PCI016	22	21	36	1
2	6	3166	4122	PCJ011	15	24	45	1
4	6	0	4122	PCI016	22	29	32	1
1	3	0	3190	PCJ011	24	40	37	1
3	3	0	4122	PCI016	24	26	49	1
2	3	983	4122	PCJ011	24	43	37	1
4	3	0	3190	PCI016	24	28	47	1
1	6	0	4122	PCJ023	21	29	58	1
3	6	0	1386	PCI016	24	23	55	1
2	6	3013	4122	PCJ023	21	26	57	1
4	6	0	3190	PCI016	24	21	54	1
1	6	0	4122	PCJ011	15	25	65	1
3	6	0	4122	PCI016	23	52	51	1
2	6	3013	3190	PCJ011	15	21	63	1
4	6	3166	3190	PCI016	23	51	54	1
1	2	0	3190	PCI016	4	52	50	1
3	2	0	4122	PCI016	14	49	58	1
2	2	0	4122	PCI016	4	52	52	1
4	2	0	4122	PCI016	14	47	59	1
1	2	0	4122	PCI016	11	27	43	1
3	2	0	3190	PCI016	15	29	53	1
2	2	0	3190	PCI016	11	31	42	1
4	2	0	4122	PCI016	15	27	53	1
1	6	3166	3066	PCJ014	7	21	37	1
3	6	0	3190	PCI016	9	48	60	1
2	6	3166	3066	PCJ014	7	23	36	1
4	6	0	4122	PCI016	9	44	61	1
1	6	0	4122	PCJ014	6	41	45	1
3	6	0	3190	PCI016	7	25	49	1
2	6	3013	4122	PCJ014	6	43	46	1
4	6	0	3190	PCI016	7	25	47	1
1	6	2669	3190	PCJ014	7	47	38	1
3	6	0	3190	PCI016	9	52	48	1
2	6	0	3190	PCJ014	7	49	39	1
4	6	0	4122	PCI016	9	52	50	1
1	6	0	3190	PCJ014	7	19	42	1
3	6	0	3190	PCI016	9	35	35	1
2	6	3166	1003	PCJ014	7	21	39	1
4	6	0	4122	PCI016	9	37	35	1
1	6	1013	3190	PCI016	4	38	54	1
3	6	0	3190	PCI016	14	42	42	1
2	6	0	3190	PCI016	4	36	55	1
4	6	983	3190	PCI016	14	44	43	1
1	2	0	3190	PCI016	11	32	58	1
3	2	0	3190	PCI016	15	36	58	1
2	2	0	4122	PCI016	11	30	58	1
4	2	0	4122	PCI016	15	33	56	1
1	6	3166	3190	PCJ011	15	54	41	1
3	6	0	4122	PCI016	23	19	45	1
2	6	2398	3190	PCJ011	15	56	45	1
4	6	2398	3190	PCI016	23	19	43	1
1	2	0	3190	PCJ023	21	38	64	1
3	2	0	3190	PCI016	24	48	58	1
2	2	0	4122	PCJ023	21	36	65	1
4	2	0	4122	PCI016	24	45	60	1
1	6	983	4122	PCJ011	24	34	40	1
3	6	0	3190	PCI016	23	16	51	1
2	6	983	3190	PCJ011	24	43	41	1
4	6	2398	3190	PCI016	23	15	49	1
1	2	0	4122	PCJ011	15	31	65	1
3	2	0	4122	PCI016	23	39	36	1
2	2	0	3190	PCJ011	15	29	64	1
4	2	0	3190	PCI016	23	41	37	1
1	2	0	4122	PCJ011	24	46	59	1
3	2	0	3190	PCI016	24	36	58	1
2	2	0	4122	PCJ011	24	44	59	1
4	2	0	4122	PCI016	24	34	58	1
1	2	0	3190	PCI016	11	39	37	1
3	2	0	3190	PCI016	15	35	38	1
2	2	0	3190	PCI016	11	41	38	1
4	2	0	3190	PCI016	15	37	38	1
1	6	0	3190	PCI016	4	47	38	1
3	6	0	4122	PCI016	14	51	44	1
2	6	2398	3190	PCI016	4	49	39	1
4	6	0	3190	PCI016	14	52	47	1
1	2	0	3190	PCI016	11	33	55	1
3	2	0	3190	PCI016	15	45	50	1
2	2	0	3190	PCI016	11	31	55	1
4	2	0	3190	PCI016	15	45	52	1
1	2	0	4122	PCJ014	6	23	55	1
3	2	0	3190	PCI016	7	32	59	1
2	2	0	3190	PCJ014	6	22	53	1
4	2	0	4122	PCI016	7	30	59	1
1	2	0	4122	PCI016	4	21	60	1
3	2	0	3190	PCI016	14	52	41	1
2	2	0	4122	PCI016	4	19	59	1
4	2	0	3011	PCI016	14	53	44	1
1	6	1780	3190	PCJ014	9	40	53	1
3	6	0	4122	PCI016	5	44	51	1
2	6	0	4122	PCJ014	9	38	54	1
4	6	0	4122	PCI016	5	42	53	1
1	6	0	3190	PCJ014	7	42	61	1
3	6	0	3011	PCI016	9	37	60	1
2	6	3013	3190	PCJ014	7	38	62	1
4	6	0	4122	PCI016	9	35	61	1
1	6	3166	3190	PCJ014	7	17	42	1
3	6	1845	3021	PCI016	9	53	54	1
2	6	3166	3190	PCJ014	7	19	38	1
4	6	0	4122	PCI016	9	52	56	1
1	6	2669	3190	PCI016	4	34	55	1
3	6	0	1386	PCI016	14	45	44	1
2	6	0	3190	PCI016	4	32	55	1
4	6	0	3001	PCI016	14	46	46	1
1	6	0	3190	PCI016	11	19	43	1
3	6	0	3190	PCI016	15	20	45	1
2	6	0	3190	PCI016	11	20	41	1
4	6	2669	4122	PCI016	15	20	43	1
1	2	0	3190	PCI016	11	30	34	1
3	2	0	3190	PCI016	15	18	47	1
2	2	0	4122	PCI016	11	32	34	1
4	2	0	3190	PCI016	15	19	45	1
1	3	0	4122	PCJ011	24	28	39	1
3	3	0	4122	PCI016	24	30	51	1
2	3	983	4122	PCJ011	24	32	38	1
4	3	0	3190	PCI016	24	30	48	1
1	6	0	3190	PCJ011	24	30	35	1
3	6	0	3190	PCI016	24	42	44	1
2	6	1780	4122	PCJ011	24	32	35	1
4	6	983	4122	PCI016	24	43	44	1
1	6	0	4122	PCJ011	15	17	45	1
3	6	0	1001	PCI016	23	38	39	1
2	6	2398	3190	PCJ011	15	17	43	1
4	6	0	3011	PCI016	23	40	40	1
1	6	3013	4122	PCJ011	15	34	36	1
3	6	0	3190	PCI016	23	28	43	1
2	6	0	4122	PCJ011	15	41	37	1
4	6	0	3190	PCI016	23	31	42	1
1	6	0	4122	PCJ011	15	17	49	1
3	6	0	3190	PCI016	23	23	52	1
2	6	0	3190	PCJ011	15	18	46	1
4	6	2398	4122	PCI016	23	22	50	1
1	6	983	3190	PCI016	4	23	37	1
3	6	0	3190	PCI016	14	34	34	1
2	6	0	3190	PCI016	4	25	36	1
4	6	870	3190	PCI016	14	38	34	1
1	2	0	4122	PCJ014	9	17	45	1
3	2	0	3190	PCI016	10	26	46	1
2	2	0	4122	PCJ014	9	17	43	1
4	2	0	3190	PCI016	10	27	44	1
1	6	870	3190	PCJ014	7	40	37	1
3	6	0	4122	PCI016	9	36	36	1
2	6	0	3190	PCJ014	7	42	37	1
4	6	0	3190	PCI016	9	38	36	1
1	3	0	3190	PCJ014	9	41	45	1
3	3	0	4122	PCI016	5	26	48	1
2	3	983	4122	PCJ014	9	43	45	1
4	3	0	3190	PCI016	5	27	46	1
1	6	0	3190	PCJ014	7	36	63	1
3	6	0	4122	PCI016	9	33	61	1
2	6	2398	3190	PCJ014	7	33	61	1
4	6	0	3190	PCI016	9	31	61	1
1	6	3013	3190	PCJ014	7	52	52	1
3	6	0	4122	PCI016	9	46	59	1
2	6	983	3190	PCJ014	7	50	55	1
4	6	0	3021	PCI016	9	44	59	1
1	6	2669	3190	PCI016	4	31	43	1
3	6	0	3190	PCI016	14	25	48	1
2	6	983	3190	PCI016	4	33	43	1
4	6	0	3190	PCI016	14	26	46	1
1	2	0	4122	PCI016	11	26	36	1
3	2	0	3091	PCI016	15	19	53	1
2	2	0	4122	PCI016	11	28	35	1
4	2	0	3190	PCI016	15	18	49	1
1	6	0	4122	PCI016	11	34	34	1
3	6	0	3190	PCI016	15	20	42	1
2	6	1636	3190	PCI016	11	37	34	1
4	6	0	1386	PCI016	15	21	40	1
1	6	0	4122	PCI016	11	34	48	1
3	6	983	3190	PCI016	15	34	51	1
2	6	0	4122	PCI016	11	38	48	1
4	6	1364	3190	PCI016	15	31	50	1
1	6	2398	4122	PCI016	11	27	39	1
3	6	0	3190	PCI016	15	29	40	1
2	6	0	4122	PCI016	11	34	38	1
4	6	0	3190	PCI016	15	30	40	1
1	6	983	4122	PCJ011	24	35	50	1
3	6	0	3190	PCI016	23	37	64	1
2	6	383	3190	PCJ011	24	28	50	1
4	6	0	4122	PCI016	23	34	63	1
1	2	0	4122	PCJ011	24	20	56	1
3	2	0	4122	PCI016	24	43	46	1
2	2	0	4122	PCJ011	24	19	54	1
4	2	0	4122	PCI016	24	43	48	1
1	6	1845	4122	PCJ014	9	21	37	1
3	6	0	3190	PCI016	10	38	41	1
2	6	0	4122	PCJ014	9	25	35	1
4	6	2398	3190	PCI016	10	42	42	1
1	6	0	4122	PCI016	4	44	62	1
3	6	1810	3190	PCI016	14	47	33	1
2	6	2398	3011	PCI016	4	41	63	1
4	6	0	4122	PCI016	14	54	40	1
1	3	983	3190	PCJ014	6	26	51	1
3	3	0	3190	PCI016	7	36	55	1
2	3	983	3190	PCJ014	6	25	49	1
4	3	0	4122	PCI016	7	34	55	1
1	2	0	4122	PCJ014	6	28	34	1
