lot_id	step_id	rpt_time	line_id	event_time	activity_code	txn_seq	site	lot_type	part_id	sale_code	prc_status	priority	process_id	eqp_type	eqp_id	status	pre_step_id	next_step_id	pre_tkout_time	tkin_time	create_time	lot_qty	start_lot_qty	operator_id	event_qty	event_status	event_value	new_value	old_value	child_lot_id	parent_lot_id	comments	hold_code	rework_flag	rework_qty	subcontract_site_code	last_txn_seq	ads_wait	aql_flag	inkless_code	eds_pgm_code	eds_sel_code	inv_qty	er_issue_purpose_codepose	er_issue_emp_no	er_issue_dept_code	loss_qty	lot_asy_site	lot_eds_site	lot_fab_site	lot_other	lot_test_site	match_abnormal	match_customer	mcp_ncf_code	manuf_order_no	mod_tst_site	nca_code	nce_code	ncf_code	ncq_code	nct_code	oem_part_id	old_part_id	pkg_option_code	option_code	pkg_type	er_priority_dest	er_purpose_type	recycle_step_id	return_code	rework_cnt	rework_code	rework_main_step	eds_lot_id	eds_part_id	shelf_no	ship_site	tkin_qty	tkout_qty	transfer_qty	wafer_qty	week_code	work_order_no	eds_mrb_no	eds_sbl_code	nch_code	ncm_code	dummy_pkg_qty	step_desc	cutoff_date	area_hold_qty	assy_in_time	hold_qty	match_packing_type	merge_cnt	remainder_code	remainder_no	skip_step	step_hold_qty	test_intime	total_hold_qty	yfgs_intime	yhs1_intime	yuts_intime	carrier_type	eds_ivpp_code	undo_flag	mo_fixed	return_flag	pctest_cnt	org_system_time	event_key	edw_event_time	src_sys_name	last_update_time	mcp_seq	eqp_mod_flag	ncs_code	hold_exp_date_desc	gate_no	vendor_lot_id	pctest_kind	eval_code	vendor_id	ast_flag	ncb_code	nck_code	ncp_code	ncr_code	tier_code	opt_code	multi_hold_code	burn_in_time	sh_pgm	mod_assy_line_id	inspct_code	s_box_list	chgreqno	erinfo	inline_yn	assypart	ccsreqno	bonus_code	work_order_id	from_line	mcp_part	priority_type	biz_partner	asy_start	val_type	mc_nct	cs_flag	be_er_code	eds_out_time	sc_assy_out_time	half_qty	rework_step	tr_req_no	component_ids	component_chips	slot_number	edl_flag	sch_seg	real_next_step_seq	tkout_date
PCIWHPB0D2	T040	2022-05-14 14:00	YTS4	2022-05-13 14:56	ModifyAttr	10394161452	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	BITESTER	MCD670	Run	T030	T045	2022-05-13 11:44	2022-05-13 14:56	2022-05-08 23:40	1498	1498	AUTOI	1498	-	CHAMBERMODEL	DM1400CH	-	null	null	-	- 	Y	4	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	SPM	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	null	null	1498	1498	0	0	2207	null	null	null	null	null		*****	20220513			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-13 14:56		2022-05-13 14:56	Component	2022-05-14 14:31	0	0623/INS	null	null	null	null	null	null	null	null	SPM	null	V6AEKX9	null	null	null	null	null	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T040	2022-05-14
PCIWHPB0E2	T040	2022-05-14 22:00	YTS4	2022-05-13 21:21	ModifyAttr	10395148701	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	BITESTER	MCD162	Run	T030	T045	2022-05-13 12:12	2022-05-13 21:21	2022-05-09 0:02	246	246	AUTOI	246	-	CHAMBERMODEL	DM1400CH	-	null	null	-	- 	Y	4	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	SPM	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	null	null	246	246	0	0	2207	null	null	null	null	null		*****	20220513			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-13 21:21		2022-05-13 21:21	Component	2022-05-14 22:31	0	0623/INS	null	null	null	null	null	null	null	null	SPM	null	V6AEKX9	null	null	null	null	null	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T040	2022-05-14
PCIWHPB0I2	T040	2022-05-18 14:00	YTS4	2022-05-17 19:48	ModifyAttr	10409117454	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	BITESTER	MCD962	Run	T030	T045	2022-05-17 17:49	2022-05-17 19:48	2022-05-15 15:36	1569	3202	AUTOI	1569	-	CHAMBERMODEL	DM1400CH	-	null	null	-	- 	Y	5	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	SPM	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	null	null	1569	1569	0	0	2207	null	null	null	null	null		*****	20220517			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-17 19:49		2022-05-17 19:48	Component	2022-05-18 14:31	0	0623/INS	null	null	null	null	null	null	null	null	SPM	null	V6AEKX9	null	null	null	null	null	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T040	2022-05-18
PCIWHPB0IA	T040	2022-05-18 14:00	YTS4	2022-05-17 19:48	ModifyAttr	10409117503	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	BITESTER	MCD962	Run	T030	T045	2022-05-17 18:53	2022-05-17 19:48	2022-05-17 17:02	1631	1632	AUTOI	1631	-	CHAMBERMODEL	DM1400CH	-	null	null	-	- 	Y	5	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	SPM	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	null	null	1631	1631	0	0	2207	null	null	null	null	null		*****	20220517			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-17 19:49		2022-05-17 19:48	Component	2022-05-18 14:31	0	0623/INS	null	null	null	null	null	null	null	null	SPM	null	V6AEKX9	null	null	null	null	null	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T040	2022-05-18
PCIWHPB0L2	T040	2022-05-25 22:00	YTS4	2022-05-24 22:58	ModifyAttr	10435453326	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	BITESTER	MCD161	Run	T030	T045	2022-05-24 22:01	2022-05-24 22:58	2022-05-22 16:57	1508	1509	AUTOI	1508	-	CHAMBERMODEL	DM1400CH	-	null	null	-	- 	Y	7	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	SPM	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	null	null	1508	1508	0	0	2207	null	null	null	null	null		*****	20220525			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-24 22:58		2022-05-24 22:58	Component	2022-05-25 22:31	0	0623/INS	null	null	null	null	null	null	null	null	SPM	null	V6AEKX9	null	null	null	null	null	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T040	2022-05-25
PCIWHPB0M2	T040	2022-05-25 22:00	YTS4	2022-05-24 22:58	ModifyAttr	10435453362	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	BITESTER	MCD161	Run	T030	T045	2022-05-24 22:24	2022-05-24 22:58	2022-05-22 17:55	1555	1558	AUTOI	1555	-	CHAMBERMODEL	DM1400CH	-	null	null	-	- 	Y	7	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	SPM	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	null	null	1555	1555	0	0	2207	null	null	null	null	null		*****	20220525			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-24 22:58		2022-05-24 22:58	Component	2022-05-25 22:31	0	0623/INS	null	null	null	null	null	null	null	null	SPM	null	V6AEKX9	null	null	null	null	null	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T040	2022-05-25
PCIWHPB082	T070	2022-05-06 6:00	YTS4	2022-05-06 4:41	ModifyAttr	10367917160	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	PBTESTER	XT4047	Wait	T047	T071	2022-05-05 10:23	2022-05-05 10:23	2022-04-30 13:21	249	3321	WORKman	249	-	SHELFNO	-	L-42-TE-01-A01	null	null	-	- 	Y	2	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	null	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	null	null	0	249	0	0	2207	null	null	null	null	null		*****	20220506			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-06 4:41		2022-05-06 4:41	Component	2022-05-06 6:31	0	/REM	null	null	null	null	null	null	null	null	null	null	V6AEKX9	null	null	null	null	1440	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T070	2022-05-06
PCIWHPB08A	T070	2022-05-03 22:00	YTS4	2022-05-03 18:22	ModifyAttr	10359686586	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	PBTESTER	XT4047	Wait	T047	T071	2022-05-03 17:48	2022-05-03 17:48	2022-04-30 22:49	1525	1536	WORKman	1525	-	SHELFNO	L-42-TE-01-A01	-	null	null	-	- 	Y	2	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	null	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	L-42-TE-01-A01	null	0	1525	0	0	2207	null	null	null	null	null		*****	20220503			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-03 18:22		2022-05-03 18:22	Component	2022-05-03 22:31	0	/REM	null	null	null	null	null	null	null	null	null	null	V6AEKX9	null	null	null	null	1440	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T070	2022-05-03
PCIWHPB08B	T070	2022-05-03 22:00	YTS4	2022-05-03 17:31	ModifyAttr	10359598305	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	PBTESTER	XT4047	Wait	T047	T071	2022-05-03 17:04	2022-05-03 17:04	2022-04-30 22:49	1520	1536	WORKman	1520	-	SHELFNO	L-42-TE-01-A01	-	null	null	-	- 	Y	2	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	null	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	L-42-TE-01-A01	null	0	1520	0	0	2207	null	null	null	null	null		*****	20220503			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-03 17:31		2022-05-03 17:31	Component	2022-05-03 22:31	0	/REM	null	null	null	null	null	null	null	null	null	null	V6AEKX9	null	null	null	null	1440	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T070	2022-05-03
PCIWHPB092	T070	2022-05-08 22:00	YTS4	2022-05-08 20:58	ModifyAttr	10377521910	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	PBTESTER	XT4047	Wait	T047	T071	2022-05-08 10:24	2022-05-08 10:24	2022-05-04 3:57	1499	1515	WORKman	1499	-	SHELFNO	-	L-42-TE-01-A01	null	null	-	- 	Y	3	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	null	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	null	null	0	1499	0	0	2207	null	null	null	null	null		*****	20220508			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-08 20:58		2022-05-08 20:58	Component	2022-05-08 22:31	0	/REM	null	null	null	null	null	null	null	null	null	null	V6AEKX9	null	null	null	null	1440	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T070	2022-05-08
PCIWHPB0A2	T070	2022-05-08 22:00	YTS4	2022-05-08 21:28	TrackIn	10377599135	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	PBTESTER	A182A	Run	T047	T071	2022-05-08 10:45	2022-05-08 21:28	2022-05-04 4:45	1506	1523	WORKmanI	1506	-	null	null	null	null	null	-	- 	Y	3	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	null	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	null	null	1506	1506	0	0	2207	null	null	null	null	null		*****	20220508			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-08 21:29		2022-05-08 21:28	Component	2022-05-08 22:31	0	/REM	null	null	null	null	null	null	null	null	null	null	V6AEKX9	null	null	null	null	1440	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T070	2022-05-08
PCIWHPB0B2	T070	2022-05-08 22:00	YTS4	2022-05-08 21:28	ModifyAttr	10377598548	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	PBTESTER	XT4047	Wait	T047	T071	2022-05-08 10:03	2022-05-08 10:03	2022-05-06 8:44	248	249	WORKman	248	-	SHELFNO	-	L-42-TE-01-A01	null	null	-	- 	Y	3	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	null	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	null	null	0	248	0	0	2207	null	null	null	null	null		*****	20220508			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-08 21:28		2022-05-08 21:28	Component	2022-05-08 22:31	0	/REM	null	null	null	null	null	null	null	null	null	null	V6AEKX9	null	null	null	null	1440	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T070	2022-05-08
PCIWHPB0C	T070	2022-05-22 14:00	YTS4	2022-05-22 12:54	TrackIn	10426451594	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	PBTESTER	A157A	Run	T047	T071	2022-05-21 19:42	2022-05-22 12:54	2022-05-20 8:57	1513	1536	WORKmanI	1513	-	null	null	null	null	null	-	- 	Y	6	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	null	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	null	null	1513	1513	0	0	2207	null	null	null	null	null		*****	20220522			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-22 12:54		2022-05-22 12:54	Component	2022-05-22 14:32	0	/REM	null	null	null	null	null	null	null	null	null	null	V6AEKX9	null	null	null	null	1440	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T070	2022-05-22
PCIWHPB0C2	T070	2022-05-15 14:00	YTS4	2022-05-15 13:51	ModifyAttr	10401214893	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	PBTESTER	XT4047	Wait	T047	T071	2022-05-15 0:50	2022-05-15 0:50	2022-05-08 22:44	1492	1505	WORKman	1492	-	SHELFNO	-	L-42-TE-01-A01	null	null	-	- 	Y	4	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	null	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	null	null	0	1492	0	0	2207	null	null	null	null	null		*****	20220515			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-15 13:51		2022-05-15 13:51	Component	2022-05-15 14:31	0	/REM	null	null	null	null	null	null	null	null	null	null	V6AEKX9	null	null	null	null	1440	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T070	2022-05-15
PCIWHPB0D	T070	2022-05-22 14:00	YTS4	2022-05-22 2:18	ModifyAttr	10424841242	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	PBTESTER	XT4047	Wait	T047	T071	2022-05-21 20:05	2022-05-21 20:05	2022-05-20 8:58	1561	1607	WORKman	1561	-	SHELFNO	-	L-42-TE-01-A01	null	null	-	- 	Y	6	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	null	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	null	null	0	1561	0	0	2207	null	null	null	null	null		*****	20220522			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-22 2:18		2022-05-22 2:18	Component	2022-05-22 14:32	0	/REM	null	null	null	null	null	null	null	null	null	null	V6AEKX9	null	null	null	null	1440	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T070	2022-05-22
PCIWHPB0D2	T070	2022-05-15 14:00	YTS4	2022-05-15 13:56	Merge	10401228387	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	PBTESTER	A182A	Run	T047	T071	2022-05-15 1:10	2022-05-15 13:43	2022-05-08 23:40	1717	1498	AUTOI	244	Merge	null	null	null	PCIWHPB0E2	null	-	- 	Y	4	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	null	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	null	null	1473	1473	0	0	2207	null	null	null	null	null		*****	20220515			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-15 13:56		2022-05-15 13:56	Component	2022-05-15 14:31	0	/REM	null	null	null	null	null	null	null	null	null	null	V6AEKX9	null	null	null	null	1440	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T070	2022-05-15
PCIWHPB0E2	T070	2022-05-15 6:00	YTS4	2022-05-15 1:40	ModifyAttr	10399417718	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	PBTESTER	XT4047	Wait	T047	T071	2022-05-15 1:17	2022-05-15 1:17	2022-05-09 0:02	244	246	WORKman	244	-	SHELFNO	L-42-TE-01-A01	-	null	null	-	- 	Y	4	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	null	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	L-42-TE-01-A01	null	0	244	0	0	2207	null	null	null	null	null		*****	20220515			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-15 1:41		2022-05-15 1:40	Component	2022-05-15 6:31	0	/REM	null	null	null	null	null	null	null	null	null	null	V6AEKX9	null	null	null	null	1440	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T070	2022-05-15
PCIWHPB0I2	T070	2022-05-19 22:00	YTS4	2022-05-18 23:12	ModifyAttr	10413241274	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	PBTESTER	XT4047	Wait	T047	T071	2022-05-18 22:47	2022-05-18 22:47	2022-05-15 15:36	1536	3202	WORKman	1536	-	SHELFNO	L-42-TE-01-A01	-	null	null	-	- 	Y	5	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	null	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	L-42-TE-01-A01	null	0	1536	0	0	2207	null	null	null	null	null		*****	20220519			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-18 23:12		2022-05-18 23:12	Component	2022-05-19 22:32	0	/REM	null	null	null	null	null	null	null	null	null	null	V6AEKX9	null	null	null	null	1440	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T070	2022-05-19
PCIWHPB0IA	T070	2022-05-19 22:00	YTS4	2022-05-18 23:34	ModifyAttr	10413298346	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	PBTESTER	XT4047	Wait	T047	T071	2022-05-18 23:09	2022-05-18 23:09	2022-05-17 17:02	1612	1632	WORKman	1612	-	SHELFNO	L-42-TE-01-A01	-	null	null	-	- 	Y	5	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	null	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	L-42-TE-01-A01	null	0	1612	0	0	2207	null	null	null	null	null		*****	20220519			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-18 23:34		2022-05-18 23:34	Component	2022-05-19 22:32	0	/REM	null	null	null	null	null	null	null	null	null	null	V6AEKX9	null	null	null	null	1440	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T070	2022-05-19
PCIWHPB0L2	T070	2022-05-26 6:00	YTS4	2022-05-26 5:51	TrackIn	10440301581	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	PBTESTER	A157A	Run	T047	T071	2022-05-26 3:54	2022-05-26 5:51	2022-05-22 16:57	1488	1509	WORKmanI	1488	-	null	null	null	null	null	-	- 	Y	7	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	null	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	null	null	1488	1488	0	0	2207	null	null	null	null	null		*****	20220526			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-26 5:51		2022-05-26 5:51	Component	2022-05-26 6:31	0	/REM	null	null	null	null	null	null	null	null	null	null	V6AEKX9	null	null	null	null	1440	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T070	2022-05-26
PCIWHPB0M2	T070	2022-05-26 6:00	YTS4	2022-05-26 5:27	ModifyAttr	10440234636	OY	EE	K3KL3L30CM-BGCT000-PPB9AH	K3KL3L30CM-BGCT000	Active	4	AKLP4T	PBTESTER	XT4047	Wait	T047	T071	2022-05-26 4:49	2022-05-26 4:49	2022-05-22 17:55	1517	1558	WORKman	1517	-	SHELFNO	-	L-42-TE-01-A01	null	null	-	- 	Y	7	null		null	null	null	null	null	null	TP	21056848:15007917	C10F6476:C10F6476	0	YA4	null	null	null	YT4	NCB	   	-:-	null	null	null	null	null	null	null	null	-	null	null	9AH	YFGS	DOE	null	-	0	-	T071	null	null	null	null	0	1517	0	0	2207	null	null	null	null	null		*****	20220526			0	   	0	null	null	null		2022-04-13 16:25					null	null	null	null	null		2022-05-26 5:27		2022-05-26 5:27	Component	2022-05-26 6:31	0	/REM	null	null	null	null	null	null	null	null	null	null	V6AEKX9	null	null	null	null	1440	null	null	null	null	null	C10F6476:21056848:TP:C10F6476:15007917:040:K3KL3L30CMB-Z00::15007917	null	null	null	BET	null	null	null	ABNORMAL	null	null	null	-:-	null	EBZZZ0413001	null	null	null	null	null	null	null	null	null	null	T070	2022-05-26
