x	y	radius	distance_x	distance_y	zone	edge
45	59	0.718772768	61600	74397.73	C80	7
45	60	0.75980056	61600	81427.83	C80	6
45	61	0.802142817	61600	88457.92	C80	5
45	62	0.845602101	61600	95488.02	E20	4
45	63	0.890014794	61600	102518.12	E20	3
45	64	0.935245082	61600	109548.21	E20	2
45	65	0.981179901	61600	116578.31	E1	1
46	33	0.950038404	67466.67	-108384.78	E1	1
46	34	0.90604734	67466.67	-101354.69	E20	2
46	35	0.862985633	67466.67	-94324.59	E20	3
46	36	0.820999532	67466.67	-87294.49	C80	4
46	37	0.780262691	67466.67	-80264.4	C80	5
46	38	0.74098118	67466.67	-73234.3	C80	6
46	39	0.703398862	67466.67	-66204.2	C80	7
46	40	0.667802677	67466.67	-59174.11	C80	8
46	41	0.634526973	67466.67	-52144.01	C80	9
46	42	0.603955421	67466.67	-45113.91	C80	10
46	43	0.576518368	67466.67	-38083.82	C80	11
46	44	0.552682833	67466.67	-31053.72	C80	11
46	45	0.532932272	67466.67	-24023.62	C80	12
46	46	0.517734397	67466.67	-16993.53	C80	12
46	47	0.507498387	67466.67	-9963.43	C80	12
46	48	0.502527539	67466.67	-2933.33	C80	12
46	49	0.50297798	67466.67	4096.76	C80	12
46	50	0.508835314	67466.67	11126.86	C80	12
46	51	0.519916832	67466.67	18156.96	C80	12
46	52	0.535898549	67466.67	25187.05	C80	12
46	53	0.556358342	67466.67	32217.15	C80	11
46	54	0.580823176	67466.67	39247.25	C80	11
46	55	0.608810418	67466.67	46277.34	C80	10
46	56	0.639858029	67466.67	53307.44	C80	9
46	57	0.673542927	67466.67	60337.54	C80	8
46	58	0.709489578	67466.67	67367.63	C80	7
46	59	0.747371697	67466.67	74397.73	C80	6
46	60	0.786909813	67466.67	81427.83	C80	5
46	61	0.827866692	67466.67	88457.92	C80	4
46	62	0.870041996	67466.67	95488.02	E20	3
46	63	0.913266935	67466.67	102518.12	E20	2
46	64	0.957399355	67466.67	109548.21	E1	1
47	33	0.973814645	73333.33	-108384.78	E1	1
47	34	0.930947784	73333.33	-101354.69	E20	2
47	35	0.889092907	73333.33	-94324.59	E20	3
47	36	0.848399803	73333.33	-87294.49	E20	4
47	37	0.809043794	73333.33	-80264.4	C80	5
47	38	0.771229605	73333.33	-73234.3	C80	6
47	39	0.73519518	73333.33	-66204.2	C80	7
47	40	0.701214953	73333.33	-59174.11	C80	8
47	41	0.669601728	73333.33	-52144.01	C80	9
47	42	0.640705974	73333.33	-45113.91	C80	9
47	43	0.614910907	73333.33	-38083.82	C80	10
47	44	0.592621556	73333.33	-31053.72	C80	10
47	45	0.574246289	73333.33	-24023.62	C80	11
47	46	0.560170421	73333.33	-16993.53	C80	11
47	47	0.550723712	73333.33	-9963.43	C80	11
47	48	0.546146429	73333.33	-2933.33	C80	11
47	49	0.546560923	73333.33	4096.76	C80	11
47	50	0.55195595	73333.33	11126.86	C80	11
47	51	0.562188141	73333.33	18156.96	C80	11
47	52	0.577000216	73333.33	25187.05	C80	11
47	53	0.596050836	73333.33	32217.15	C80	10
47	54	0.61894875	73333.33	39247.25	C80	10
47	55	0.645284526	73333.33	46277.34	C80	9
47	56	0.674655683	73333.33	53307.44	C80	9
47	57	0.706683854	73333.33	60337.54	C80	8
47	58	0.741024598	73333.33	67367.63	C80	7
47	59	0.777371499	73333.33	74397.73	C80	6
47	60	0.815456343	73333.33	81427.83	C80	5
47	61	0.855046931	73333.33	88457.92	E20	4
47	62	0.895943675	73333.33	95488.02	E20	3
47	63	0.93797574	73333.33	102518.12	E20	2
47	64	0.980997206	73333.33	109548.21	E1	1
48	34	0.957192564	79200	-101354.69	E1	1
48	35	0.916536974	79200	-94324.59	E20	2
48	36	0.877118038	79200	-87294.49	E20	3
48	37	0.839110057	79200	-80264.4	E20	4
48	38	0.80271348	79200	-73234.3	C80	5
48	39	0.768157393	79200	-66204.2	C80	6
48	40	0.735701187	79200	-59174.11	C80	7
48	41	0.705634679	79200	-52144.01	C80	8
48	42	0.678275734	79200	-45113.91	C80	8
48	43	0.653964258	79200	-38083.82	C80	9
48	44	0.633051448	79200	-31053.72	C80	9
48	45	0.615883616	79200	-24023.62	C80	10
48	46	0.602780829	79200	-16993.53	C80	10
48	47	0.59401215	79200	-9963.43	C80	10
48	48	0.589770929	79200	-2933.33	C80	10
48	49	0.590154785	79200	4096.76	C80	10
48	50	0.595154768	79200	11126.86	C80	10
48	51	0.604656377	79200	18156.96	C80	10
48	52	0.618452162	79200	25187.05	C80	10
48	53	0.636262859	79200	32217.15	C80	9
48	54	0.657762406	79200	39247.25	C80	9
48	55	0.682602334	79200	46277.34	C80	8
48	56	0.710432346	79200	53307.44	C80	8
48	57	0.74091558	79200	60337.54	C80	7
48	58	0.77373851	79200	67367.63	C80	6
48	59	0.808616272	79200	74397.73	C80	5
48	60	0.845294549	79200	81427.83	E20	4
48	61	0.883549139	79200	88457.92	E20	3
48	62	0.923184107	79200	95488.02	E20	2
48	63	0.96402921	79200	102518.12	E1	1
49	34	0.984674192	85066.67	-101354.69	E1	1
49	35	0.945201399	85066.67	-94324.59	E20	2
49	36	0.907029058	85066.67	-87294.49	E20	3
49	37	0.870328299	85066.67	-80264.4	E20	4
49	38	0.835293117	85066.67	-73234.3	E20	5
49	39	0.802141783	85066.67	-66204.2	C80	6
49	40	0.771117304	85066.67	-59174.11	C80	6
49	41	0.742486337	85066.67	-52144.01	C80	7
49	42	0.716535855	85066.67	-45113.91	C80	7
49	43	0.693566803	85066.67	-38083.82	C80	8
49	44	0.673884111	85066.67	-31053.72	C80	8
49	45	0.657782858	85066.67	-24023.62	C80	9
49	46	0.64553109	85066.67	-16993.53	C80	9
49	47	0.637350841	85066.67	-9963.43	C80	9
49	48	0.633399881	85066.67	-2933.33	C80	9
49	49	0.633757312	85066.67	4096.76	C80	9
49	50	0.638415898	85066.67	11126.86	C80	9
49	51	0.647282777	85066.67	18156.96	C80	9
49	52	0.66018841	85066.67	25187.05	C80	9
49	53	0.676901829	85066.67	32217.15	C80	8
49	54	0.697149226	85066.67	39247.25	C80	8
49	55	0.720632782	85066.67	46277.34	C80	7
49	56	0.747047374	85066.67	53307.44	C80	7
49	57	0.776093781	85066.67	60337.54	C80	6
49	58	0.807488045	85066.67	67367.63	C80	6
49	59	0.840967262	85066.67	74397.73	E20	5
49	60	0.876292494	85066.67	81427.83	E20	4
49	61	0.913249551	85066.67	88457.92	E20	3
49	62	0.951648336	85066.67	95488.02	E20	2
49	63	0.991321329	85066.67	102518.12	E1	1
50	35	0.974978552	90933.33	-94324.59	E1	1
50	36	0.938018766	90933.33	-87294.49	E20	2
50	37	0.902578994	90933.33	-80264.4	E20	3
50	38	0.868845259	90933.33	-73234.3	E20	4
50	39	0.837023855	90933.33	-66204.2	E20	5
50	40	0.807340938	90933.33	-59174.11	C80	5
50	41	0.780040674	90933.33	-52144.01	C80	6
50	42	0.755381443	90933.33	-45113.91	C80	6
50	43	0.733629609	90933.33	-38083.82	C80	7
50	44	0.71505055	90933.33	-31053.72	C80	7
50	45	0.699896979	90933.33	-24023.62	C80	8
50	46	0.688395149	90933.33	-16993.53	C80	8
50	47	0.680730187	90933.33	-9963.43	C80	8
50	48	0.677032423	90933.33	-2933.33	C80	8
50	49	0.67736683	90933.33	4096.76	C80	8
50	50	0.681727476	90933.33	11126.86	C80	8
50	51	0.690038033	90933.33	18156.96	C80	8
50	52	0.702158265	90933.33	25187.05	C80	8
50	53	0.717895242	90933.33	32217.15	C80	7
50	54	0.737017324	90933.33	39247.25	C80	7
50	55	0.759268793	90933.33	46277.34	C80	6
50	56	0.78438337	90933.33	53307.44	C80	6
50	57	0.812095468	90933.33	60337.54	C80	5
50	58	0.842148701	90933.33	67367.63	E20	5
50	59	0.87430168	90933.33	74397.73	E20	4
50	60	0.908331453	90933.33	81427.83	E20	3
50	61	0.944035081	90933.33	88457.92	E20	2
50	62	0.981229865	90933.33	95488.02	E1	1
51	36	0.969983779	96800	-87294.49	E1	1
51	37	0.935755399	96800	-80264.4	E20	2
51	38	0.90326154	96800	-73234.3	E20	3
51	39	0.872695972	96800	-66204.2	E20	4
51	40	0.844268154	96800	-59174.11	E20	4
51	41	0.818200941	96800	-52144.01	C80	5
51	42	0.794726652	96800	-45113.91	C80	5
51	43	0.774081216	96800	-38083.82	C80	6
51	44	0.756496275	96800	-31053.72	C80	6
51	45	0.742189401	96800	-24023.62	C80	7
51	46	0.731352997	96800	-16993.53	C80	7
51	47	0.724142882	96800	-9963.43	C80	7
51	48	0.720667904	96800	-2933.33	C80	7
51	49	0.720982072	96800	4096.76	C80	7
51	50	0.725080462	96800	11126.86	C80	7
51	51	0.732899592	96800	18156.96	C80	7
51	52	0.744322212	96800	25187.05	C80	7
51	53	0.759185685	96800	32217.15	C80	6
51	54	0.777292649	96800	39247.25	C80	6
51	55	0.798422461	96800	46277.34	C80	5
51	56	0.822342141	96800	53307.44	C80	5
51	57	0.848815867	96800	60337.54	E20	4
51	58	0.877612535	96800	67367.63	E20	4
51	59	0.908511284	96800	74397.73	E20	3
51	60	0.941305133	96800	81427.83	E20	2
51	61	0.975803034	96800	88457.92	E1	1
52	37	0.96976251	102666.67	-80264.4	E1	1
52	38	0.938446892	102666.67	-73234.3	E20	2
52	39	0.909065134	102666.67	-66204.2	E20	3
52	40	0.881810566	102666.67	-59174.11	E20	3
52	41	0.856886188	102666.67	-52144.01	E20	4
52	42	0.834500815	102666.67	-45113.91	E20	4
52	43	0.814863724	102666.67	-38083.82	C80	5
52	44	0.798177783	102666.67	-31053.72	C80	5
52	45	0.784631293	102666.67	-24023.62	C80	6
52	46	0.774389027	102666.67	-16993.53	C80	6
52	47	0.767583268	102666.67	-9963.43	C80	6
52	48	0.76430582	102666.67	-2933.33	C80	6
52	49	0.764602058	102666.67	4096.76	C80	6
52	50	0.76846785	102666.67	11126.86	C80	6
52	51	0.775849838	102666.67	18156.96	C80	6
52	52	0.786649041	102666.67	25187.05	C80	6
52	53	0.800727209	102666.67	32217.15	C80	5
52	54	0.817915045	102666.67	39247.25	C80	5
52	55	0.838021232	102666.67	46277.34	E20	4
52	56	0.860841307	102666.67	53307.44	E20	4
52	57	0.886165636	102666.67	60337.54	E20	3
52	58	0.913786036	102666.67	67367.63	E20	3
52	59	0.943500881	102666.67	74397.73	E20	2
52	60	0.975118717	102666.67	81427.83	E1	1
53	38	0.974317997	108533.33	-73234.3	E1	1
53	39	0.946050955	108533.33	-66204.2	E20	2
53	40	0.919892855	108533.33	-59174.11	E20	2
53	41	0.89602842	108533.33	-52144.01	E20	3
53	42	0.874645414	108533.33	-45113.91	E20	3
53	43	0.855929833	108533.33	-38083.82	E20	4
53	44	0.840059977	108533.33	-31053.72	E20	4
53	45	0.827199647	108533.33	-24023.62	C80	5
53	46	0.817490891	108533.33	-16993.53	C80	5
53	47	0.811046893	108533.33	-9963.43	C80	5
53	48	0.807945776	108533.33	-2933.33	C80	5
53	49	0.808226019	108533.33	4096.76	C80	5
53	50	0.811884122	108533.33	11126.86	C80	5
53	51	0.818874815	108533.33	18156.96	C80	5
53	52	0.829113807	108533.33	25187.05	C80	5
53	53	0.842482673	108533.33	32217.15	E20	4
53	54	0.858835265	108533.33	39247.25	E20	4
53	55	0.878004884	108533.33	46277.34	E20	3
53	56	0.899811506	108533.33	53307.44	E20	3
53	57	0.924068463	108533.33	60337.54	E20	2
53	58	0.950588192	108533.33	67367.63	E20	2
53	59	0.979186858	108533.33	74397.73	E1	1
54	39	0.983583872	114400	-66204.2	E1	1
54	40	0.958450672	114400	-59174.11	E1	1
54	41	0.935570283	114400	-52144.01	E20	2
54	42	0.915111701	114400	-45113.91	E20	2
54	43	0.897240605	114400	-38083.82	E20	3
54	44	0.882114272	114400	-31053.72	E20	3
54	45	0.8698759	114400	-24023.62	E20	4
54	46	0.860648698	114400	-16993.53	E20	4
54	47	0.854530215	114400	-9963.43	E20	4
54	48	0.85158746	114400	-2933.33	E20	4
54	49	0.851853346	114400	4096.76	E20	4
54	50	0.855324881	114400	11126.86	E20	4
54	51	0.861963333	114400	18156.96	E20	4
54	52	0.871696352	114400	25187.05	E20	4
54	53	0.884421777	114400	32217.15	E20	3
54	54	0.900012687	114400	39247.25	E20	3
54	55	0.918323146	114400	46277.34	E20	2
54	56	0.939194108	114400	53307.44	E20	2
54	57	0.962459012	114400	60337.54	E1	1
54	58	0.987948751	114400	67367.63	E1	1
55	41	0.975463178	120266.67	-52144.01	E1	1
55	42	0.95585882	120266.67	-45113.91	E1	1
55	43	0.938763741	120266.67	-38083.82	E20	2
55	44	0.924317179	120266.67	-31053.72	E20	2
55	45	0.912644914	120266.67	-24023.62	E20	3
55	46	0.903854435	120266.67	-16993.53	E20	3
55	47	0.89803037	120266.67	-9963.43	E20	3
55	48	0.895230618	120266.67	-2933.33	E20	3
55	49	0.895483546	120266.67	4096.76	E20	3
55	50	0.898786576	120266.67	11126.86	E20	3
55	51	0.905106317	120266.67	18156.96	E20	3
55	52	0.91438022	120266.67	25187.05	E20	3
55	53	0.926519583	120266.67	32217.15	E20	2
55	54	0.941413562	120266.67	39247.25	E20	2
55	55	0.958933813	120266.67	46277.34	E1	1
55	56	0.978939339	120266.67	53307.44	E1	1
56	43	0.980472259	126133.33	-38083.82	E1	1
56	44	0.966649231	126133.33	-31053.72	E1	1
56	45	0.955494233	126133.33	-24023.62	E20	2
56	46	0.947101541	126133.33	-16993.53	E20	2
56	47	0.941545025	126133.33	-9963.43	E20	2
56	48	0.938875044	126133.33	-2933.33	E20	2
56	49	0.939116218	126133.33	4096.76	E20	2
56	50	0.94226631	126133.33	11126.86	E20	2
56	51	0.948296332	126133.33	18156.96	E20	2
56	52	0.957151857	126133.33	25187.05	E20	2
56	53	0.968755401	126133.33	32217.15	E1	1
56	54	0.983009656	126133.33	39247.25	E1	1
57	45	0.998413517	132000	-24023.62	E1	1
57	46	0.990384598	132000	-16993.53	E1	1
57	47	0.985072261	132000	-9963.43	E1	1
57	48	0.982520571	132000	-2933.33	E1	1
57	49	0.982751033	132000	4096.76	E1	1
57	50	0.985761696	132000	11126.86	E1	1
57	51	0.991527235	132000	18156.96	E1	1
57	52	1	132000	25187.05	E1	1
